,smiles,logP
61,[NH-][NH+]=CC(=O)N=CC(=O)N1CCOCC1,-0.47
62,O=[N+]([O-])c1ncn(CC(F)CO)n1,-0.8
63,O=NN(CCCl)C(=O)NC1CCS(=O)(=O)CC1,0.19
64,COc1cc(Cl)c(Cl)cc1O,3.26
65,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc([N+](=O)[O-])c1,1.32
66,CCCOC(=O)CNC(=O)CCCCSc1ncnc2[nH]cnc12,1.37
67,NC(=O)Oc1ccccc1,1.08
68,CCCCc1cccc(NC(=O)N(C)C)c1,3.23
69,CN(Cc1ccccc1)N=Nc1ccc(C(N)=O)cc1,2.76
70,COC(=O)c1ccc(OC(=O)c2cc(OC)cc(OC)c2)cc1,4.64
71,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.37
72,N=C(N)NC(=O)Nc1cccc([N+](=O)[O-])c1,1.28
73,CN(C)C(=O)Oc1cccc(F)c1,1.75
74,CN1C(=O)SC(=CC=Cc2ccc([N+](=O)[O-])o2)C1=O,1.4
75,NC(=O)c1ccccc1N,0.35
76,O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.49
77,COc1ccccc2c(S(=O)(=O)O[Na])cc(C)c1-2,-1.29
78,Nc1ccccc1Nc1ccccc1,2.67
79,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCCc3ccccc3)c2s1,3.62
80,CCC(C)n1nnc2ccccc21,2.31
81,C=c1[nH]cc(CO)c(=CNNC(C)=O)c1=O,0.65
82,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,7.31
83,CCC(=O)CC,0.99
84,CNC12CCCCC1CC(=O)c1ccccc12,2.41
85,O=C(O[Na])c1cc2ccccc2cc1O,0.17
86,CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.74
87,CC(C)NNC(=O)C(C)Oc1ccc(Cl)cc1,2.14
88,CSC(C)=NO,1.12
89,Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc12,4.15
90,O=[N+]([O-])c1ccc(C=NO)cc1,1.95
91,CCc1cccc(C2C(=O)c3ccccc3C2=O)c1,3.92
92,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccs1,4.34
93,CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,3.82
94,CCCCCCCCCCCCC(C)c1ccccc1,9.29
95,O=Cc1ccccc1[N+](=O)[O-],1.74
96,Nc1ccc2[nH]ccc2c1,0.7
97,N#Cc1ccc(Cl)cc1,2.47
98,Cn1c(=O)c(=O)n(C)c2ccccc21,0.08
99,CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43
100,CC(=O)NC(C=O)C(=O)NC(C(C)C)C(N)O,-1.53
101,Cc1cccc(C)c1NN=C(C#N)C#N,2.8
102,O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CCO,0.83
103,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.26
104,c1ccc(Oc2ccccc2)cc1,4.21
105,O=c1[nH]c(O)cn1Cc1ccccc1,0.76
106,CCCCCCCCCCCCCCO,6.03
107,O=S1C=Cc2ccccc21,1.01
108,Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl,0.45
109,NC(=O)/C=C/c1ccccc1,1.43
110,Cc1ccc(C(C)C)c(Cl)c1Cl,5.5
111,O=NN1CCC(=O)CC1,-0.47
112,CCN=c1[nH]c(C)c(C(=O)CCN(C)C)s1,2.21
113,O=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,-1.0
114,CCOC(=O)C(Cc1ccoc1)=NC=O,2.08
115,CC(=O)c1ccc(N(C)C)cc1,2.1
116,Cc1nnc(SCc2ccccc2)s1,2.35
117,CC(=O)C(C#N)=NNc1ccc(SC(F)(F)F)cc1,5.04
118,O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,1.53
119,CCOc1ccccc1NC(=O)OC1CCCCC1CN(C)C,4.14
120,COc1cccc(C(=O)NN)c1,0.4
121,COC(=O)c1ccc(-c2ncc([N+](=O)[O-])n2C)cc1,1.63
122,CCCCNCCCC,2.83
123,Cc1cc(C)n2c(SCc3ccc(C(=O)c4ccccc4)cc3)nnc2n1,4.43
124,CC(=O)c1cccc(Br)c1,2.47
125,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(C)=O)CC2,1.0
126,Oc1ccc(Br)cc1Br,3.22
127,CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,3.0
128,CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.29
129,Oc1ccc(O)n1-c1cccc(F)c1,0.38
130,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(=O)C12F,1.37
131,CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1F,3.02
132,NS(=O)(=O)c1nc2ccc([N+](=O)[O-])cc2s1,1.36
133,O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,2.3
134,COc1ccc(Br)cc1-c1nc(=N)[nH]c(=N)[nH]1,1.53
135,O=C(O)c1ccccc1Nc1cccc(O)c1,3.49
136,CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,2.98
137,CCCOC(=O)c1ccccc1Cl,3.45
138,CCNc1cc(N)[n+]([O-])c(=N)[nH]1,-0.04
139,CCC(=O)Nc1ccccc1,1.61
140,N#Cc1ccccc1O,1.61
141,CN(C)N=Nc1ccccc1C(=O)NCC(N)=O,1.18
142,CC(CCC(=O)O)n1nnc2ccccc21,0.15
143,CCN(CC)CCNC(=O)c1ccc(N)cc1,0.88
144,O=[N+]([O-])c1ncn(C2OC(CO)C(O)C2O)n1,-1.54
145,O=C1C=C(N2CCCC2)C(=O)C=C1N1CCCC1,1.97
146,COC1(C(F)(F)F)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.06
147,CNP(=O)(OC)SC,-0.07
148,CC(=O)C1=C(C)N=C(SCC(=O)Nc2ccccc2)C(C#N)[C@H]1c1ccccc1Cl,4.97
149,Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,2.14
150,COc1cccc(N)c1,0.93
151,CN1CCCC1=O,-0.38
152,CNC(C)=O,-1.05
153,O=S1(=O)N=CNc2cc(Cl)ccc21,1.01
154,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1.98
155,N=C(N)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,0.53
156,COC(=O)c1cc2[nH]c(S(=O)Cc3ncccc3C)nc2cc1C,2.4
157,NS(=O)(=O)c1cccc(I)c1,1.58
158,CNC(=O)OCc1ccccc1,1.68
159,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,7.55
160,Cc1cc(C)nc(-n2[nH]c(=O)cc2C)n1,1.29
161,CCCOC(=O)c1ccccc1C(=O)OCCC,3.27
162,O=C(O)C(Cl)Cl,0.92
163,CCCc1ccc(OC(=O)N(C)C)cc1,3.15
164,Cn1c([N+](=O)[O-])cnc1C1CC1,1.0
165,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.48
166,Clc1ccncn1,0.47
167,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.72
168,O=S(=O)(Nc1ccc(I)cc1)C(F)(F)F,4.39
169,CC(C)c1ccc(OC(=O)c2ccc(N)cc2O)cc1,4.12
170,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,2.39
171,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,-0.02
172,Cc1no[n+]([O-])c1Cc1ccccc1,2.22
173,NNC(=O)c1ccnc(Cl)c1,0.11
174,CCCN1CCOC2c3cc(O)ccc3CCC21,2.44
175,O=C(Nc1ccc(Cl)cc1)c1cccnc1,2.52
176,CCS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-0.58
177,CSc1nnc(C2CCCCO2)c(=O)n1N,0.38
178,Cc1ccc(=N)[nH]c1,1.02
179,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.1
180,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,1.05
181,Cc1ccc2cc(C)ccc2c1,4.31
182,Clc1cncc(Cl)n1,1.53
183,CCn1c2ccccc2c2ccccc21,4.49
184,CCOP(=S)(OCC)Oc1ccc(SC)cc1,4.16
185,NC(=O)C(=Cc1ccc([N+](=O)[O-])o1)c1ccco1,0.15
186,N#Cc1cccc(O)c1,1.7
187,COc1ccccc1OC1OC(CO)C(O)C(O)C1O,-1.04
188,CS(=O)(=O)c1cccc(OCC(=O)O)c1,0.01
189,Cc1ccc(F)cc1,2.58
190,CCCCCCCCCC(CCC)c1ccccc1,8.62
191,CCCCOP(=O)(OCCCC)Oc1ccccc1,4.27
192,NC(Cc1ccc(O)c(O)c1)C(=O)OC1CCCCC1,1.79
193,CCc1ssc(=O)c1-c1ccccc1,3.15
194,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCC2)cc1,0.65
195,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,-0.47
196,CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.1
197,COc1cc(C)nn1-c1ccncn1,0.5
198,c1ccc2nnccc2c1,0.93
199,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-0.2
200,O=C1NC(=O)C2(CCC2)C(=O)N1,-0.27
201,Cc1ccccc1C(=N)c1ccccc1,3.21
202,CNC(=O)Oc1ccc(SC)cc1,1.92
203,N#Cc1ccnc2ccccc12,1.98
204,OCCCc1cccnc1,0.6
205,O=[N+]([O-])c1cccc2cccnc12,1.4
206,CN(C)N=Nc1ccc(S(C)(=O)=O)cc1,1.59
207,Cc1cccc([N+](=O)[O-])c1,2.45
208,CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)C(C)(C)N1O,-0.6
209,Clc1nc(Cl)c(Cl)[nH]1,1.85
210,O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,3.92
211,CNC12c3ccccc3CC1CCCC2C,3.44
212,O=C1C(N2CCOCC2)=C(N2CC2)C(=O)C(N2CCOCC2)=C1N1CC1,0.52
213,c1ccc2c(c1)OCO2,2.08
214,O=c1[nH]cc(Br)c(=O)[nH]1,-0.21
215,CCCC(CC)C(=O)O,2.23
216,O=C(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)c1ccccc1,0.66
217,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,6.53
218,CN=C(N)NC#N,-0.77
219,CCCCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.83
220,CN(C)C(=O)N(c1ccccc1)c1ccccc1,2.8
221,CC(=O)c1cccc(OCC(=O)O)c1,0.98
222,Cc1cncc(C(N)=O)n1,-0.13
223,O=C(O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.27
224,CC(=O)c1cccc(S(N)(=O)=O)c1,0.21
225,S=c1ssc2c1CCCC2,3.1
226,CCCCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.82
227,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(C)cc2)c1=O,2.54
228,CC(C)OC(=O)c1ccc2[nH]c3c(c2c1)CCCC3,4.97
229,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C#N,1.39
230,O=C(O)COc1ccc2c(c1)CCC2,2.33
231,COc1ccc(-n2c(O)ccc2O)cc1,0.15
232,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)CC12,1.17
233,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(COC(F)(F)C(=O)NCCN1CCOCC1)CC1CCCCC1,3.17
234,CN(C)CC(=O)O,-2.91
235,CN(C)C(N(C)C)=S(I)c1cc(Cl)cc(Cl)c1,0.52
236,CC(=O)c1ccccc1OC(=O)N(C)C,0.93
237,CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(C)o2)cc1OCC,2.09
238,CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,2.03
239,CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.29
240,O=C1CC(=NCCO)C(=O)c2ccccc21,1.23
241,COc1ccc(CCNCC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC,1.29
242,CC(=O)c1ccc(C)cc1,2.1
243,C=CC(=O)O,0.35
244,Cc1cc(C)nc(OC(C(=O)O)C2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,1.8
245,CCCCCCCCCCCCOS(=O)(=O)O[Na],1.6
246,CCc1ssc(=S)c1-c1ccccc1,3.52
247,CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)ccc(OC)c1-2,0.2
248,CCNC(=O)c1ccoc1,0.72
249,COc1ccc(CC(C)N)c(OC)c1OC,1.51
250,CN(C)S(=O)(=O)c1ccc(C(=O)OC2CCCCC2)cc1,4.27
251,CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C,-0.51
252,O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1,0.79
253,C=CC(=O)NCCCN(CCO)CCO,-0.6
254,S=C=Nc1ccc(I)cc1,4.22
255,NC(=O)c1ccccn1,0.15
256,O=C(O)CSC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.82
257,Cc1ccccc1OC(=O)c1ccc(N)cc1O,3.14
258,COc1ccccc1O,1.32
259,CCCCCCOC(N)=O,1.85
260,CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C,2.95
261,CC=CC(C)=O,0.52
262,Cc1nsnc1C,1.28
263,CC(C)c1ccccc1[N+](=O)[O-],3.34
264,N#CN=[N+]([O-])c1ccc(F)cc1,1.8
265,c1ccc2nc3ccccc3nc2c1,2.84
266,CC1(C)CCC(C)(C)O1,2.06
267,O=[N+]([O-])c1[nH]cnc1I,0.28
268,Oc1ccccc1C=Nc1ccccc1,3.09
269,CC(C)(C)[N+]([O-])=NC#N,1.4
270,O=C(O)COc1ccccc1Br,2.04
271,CNC(=O)Oc1cccc(Br)c1,2.25
272,OCCCNc1ccccc1,0.57
273,CC(O)C(C)(C)C,1.48
274,CCN=c1[nH]c(SC(F)F)nc(=NC(C)(C)C)[nH]1,4.57
275,CCCCOC(=O)c1cnc2n(c1=O)C(C)CCC2,1.77
276,c1cc2n(n1)CCN2,-0.25
277,OCCCc1ccncc1,0.58
278,Cn1ccc(=O)cc1,-1.22
279,CCCNc1ccc(C(=O)OCCN(C)C)cc1,3.15
280,CC12CCC(=O)C=C1C1(CC1)CC1C2CCC2(C)C1CCC21CCC(=O)O1,3.15
281,N=c1[nH]cnc2[nH]cnc12,-0.05
282,OCCCCO,-0.83
283,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,1.27
284,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,3.2
285,CCCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-0.05
286,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,-0.52
287,Cc1[nH]cnc1CSCCN=c1[nH]ccc(=O)[nH]1,0.02
288,Cc1cc(C)nc(OC(C(=O)O)C2(c3ccccc3)NCC(=O)N(C)c3ccccc32)n1,-2.0
289,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,1.37
290,CN(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,1.5
291,Cc1ncc([N+](=O)[O-])n1CCCl,0.88
292,CCCCC1OC(=O)c2cc([N+](=O)[O-])ccc21,2.92
293,CCOc1ccc([N+](=O)[O-])cc1,2.53
294,CC(C)OC(=O)C1=C(CSc2nc3c(cc2C#N)CCCCC3)OC(=N)C(C#N)[C@@H]1c1ccncc1,5.43
295,CN(C)C(N(C)C)=S(I)c1c(Cl)cc(Cl)cc1Cl,0.05
296,Cc1cccc(C)c1NC(=O)C1CNCCN1,0.38
297,O=C(O)COc1cccc([N+](=O)[O-])c1,1.37
298,CNC(N)=S,-0.69
299,CCS(=O)c1nc(C)cc(C)c1C#N,1.77
300,CC1(C)CC(=O)CC(C)(C)N1O,0.12
301,COC(=O)CCC(C)=O,-0.13
302,Cc1ccccc1N(C)C,2.85
303,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.44
304,CCOc1ccc(C=CC(C)=O)cc1,2.73
305,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc(O)cc2)c1=O,1.89
306,N#Cc1cccc(S(N)(=O)=O)c1,0.24
307,O=C(O)COc1ccc(C2CCCC2)cc1,3.41
308,Fc1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.51
309,COC(=O)c1ccccc1C(=O)OC,1.56
310,C#CCN(C)N=Nc1[nH]cnc1C(N)=O,0.33
311,CNN=CCCc1ccccc1,1.0
312,COC(=O)Nc1cccc(I)c1,3.03
313,CCN(CC)C(=O)OCCc1c[nH]c2ccccc12,3.3
314,CC(=O)C=Cc1ccco1,1.35
315,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,3.67
316,NC(=O)Nc1ccccc1Cl,1.27
317,NS(=O)(=O)c1ccc(SCCO)s1,0.38
318,O=C(O)CCCCC(=O)O,0.08
319,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1.5
320,CC(=O)Nc1ccc(F)cc1,1.47
321,NNC(=O)c1ccc([N+](=O)[O-])cc1,0.35
322,CC1(C)OCCO1,0.46
323,C=CCN1CCc2cccc(Cl)c2CC1,3.3
324,COC(=O)C(C#N)=Cc1ccco1,1.65
325,NS(=O)(=O)c1cc2c(cc1Cl)N=C(Cc1ccccc1)NS2(=O)=O,1.7
326,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.07
327,Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26
328,CCc1cccc(C)c1,3.98
329,OC1CCCc2ccccc21,1.98
330,Cc1ncsc1CCCl,2.12
331,CCS(=O)c1sc(Cl)cc1C#N,2.31
332,c1ccc2nc(N3CCNCC3)ccc2c1,2.04
333,CC(Sc1nnnn1-c1ccc(Cl)cc1)C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,4.52
334,CC1(C)SC2C(NC(=O)c3c(-c4ccccc4)noc3CO)C(=O)N2C1C(=O)O,1.8
335,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)CCC(=O)CCCC(C)CC=CC3C1O,3.37
336,[NH3+]C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)[O-],0.54
337,CCOP(=S)(CC)Sc1ccccc1,3.94
338,N=c1[nH]nco1,-1.44
339,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,-0.32
340,CCCCCCOCCOCCO,1.7
341,CC(=O)Nc1ccc(Br)c(Cl)c1C,2.69
342,c1ccc2c(c1)OCCOCCOCCOCCO2,0.91
343,CC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,-0.22
344,CC1COC(N=c2[nH]cc([N+](=O)[O-])s2)=N1,1.34
345,NC(=O)c1ccco1,-0.11
346,CCOC(=O)C(=O)Nc1ccccc1,1.48
347,ON=Cc1noc(-c2ccccc2)n1,2.4
348,NC(Cc1ccccc1)Cc1ccccc1,3.35
349,ClC1=C(Cl)[C@]2(Cl)[C@@H]3C=CC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,5.69
350,COc1cc(C=O)ccc1OCCOC(=O)c1ccc(Cl)cc1,3.71
351,N=c1[nH]cc(Cc2ccc(N)cc2)c(=N)[nH]1,0.22
352,Nc1cccc(O)c1,0.21
353,Sc1ccccc1,2.52
354,CC(C)CC(NC(=O)CN)C(=O)O,-0.78
355,CCCCCCCCCCCC(C)c1ccccc1,8.77
356,CCN(CC)CCC(=O)c1sc(=N)[nH]c1C,1.76
357,Nc1ccc(C(=O)Oc2ccc(F)cc2)c(O)c1,3.27
358,CS(=O)(=O)Nc1ccc2nn(C3CCCC3)nc2c1,2.44
359,Cc1ccc(C)n1N=c1ccc(N2CCN(C)CC2)n[nH]1,1.94
360,CC(C)NCC(O)c1ccc(S(C)(=O)=O)cc1,0.24
361,O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,4.06
362,C1COCCOCCOCCO1,-0.04
363,Cc1nnc(SC=C2CSC3C(NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)OCOC(=O)C(C)(C)C)s1,1.34
364,O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)C(Cl)Cl,3.87
365,COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56
366,CCCN=c1[nH]c(SC(F)F)nc(=NC(C)C)[nH]1,4.23
367,CC(C)C(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,0.02
368,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccccc1,0.96
369,CN1CCCC1c1cccnc1,1.17
370,O=C1CS(=O)(=O)C(c2ccccc2)N1,0.8
371,CCC(C)C(=O)O,1.18
372,N#Cc1ccc2nccnc2c1,1.01
373,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-3.05
374,Cc1nc(-c2ccccc2)c2ccccc2n1,3.1
375,CC(C)CNCNC(=O)c1ccccc1,1.73
376,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OCc2ccccc2)c1OCc1ccccc1,4.09
377,Cc1cccnn1,-0.35
378,CCc1ccc2nc3c(cc2c1)c(=O)n(-c1ccccc1)c1c3c(=O)n(C)c(=O)n1C,4.31
379,Cc1ccc(C=C(C#N)C#N)o1,2.03
380,O=C(C=Cc1ccc([N+](=O)[O-])o1)NN=Cc1ccc([N+](=O)[O-])o1,2.79
381,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,5.12
382,COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1,2.28
383,COC(=O)CS(=O)(=O)c1ccc(Cl)cc1,1.31
384,COc1cccc(C2C(=O)c3ccccc3C2=O)c1,2.88
385,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1.26
386,O=C(CCn1ccnc1[N+](=O)[O-])NCCO,-1.08
387,CCCCN(N=O)C(N)=O,1.04
388,CN(C)C(=O)Nc1ccc(Oc2nnnn2C(C)(C)C)cc1,1.65
389,NNC(=O)c1ccnc(Cc2ccccc2)c1,1.01
390,Cc1ccc2ccccc2n1,2.59
