,Unnamed: 0,smiles,logP,logD
39,9005,Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=N,-2.01,
40,2400,CC1=NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.03,
41,8844,Cc1cccc(N(C)C)c1,2.8,
42,7842,COc1ccccc1OC,1.6,
43,6017,CN=c1[nH]c(C)c(C(=O)CCN2CCOCC2)s1,0.95,
44,16662,N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,,2.29
45,9195,Cc1sc2nc(SCC(=O)N3CCCC3)n(C3CCCCC3)c(=O)c2c1C,5.16,
46,2358,CC1=CC(=O)C=CC1=O,0.72,
47,5345,CCc1ccsc1,2.82,
48,16232,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,,1.49
49,1697,CC(C)CC(N)Cc1ccccc1,3.29,
50,6573,COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,2.63,
51,13386,[O-][n+]1ccc(Cl)c2ccccc21,1.08,
52,5941,CN1CC=C(c2cccc(N)c2)CC1,1.47,
53,14593,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2cc(CN(C)C)ccc12)c1ccccc1,,2.75
54,9174,Cc1nonc1C,0.71,
55,2995,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(N)C(C)C(O)C1(C)O,3.0,
56,11976,O=C(c1nn2c(c1Br)NC(c1cccs1)C[C@H]2C(F)(F)F)N1CCCC1,4.47,
57,5750,CN(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.57,
58,12331,O=Nc1ccc(O)c(=O)cc1,0.83,
59,1599,CC(C)C(=O)Nc1ccccc1S(N)(=O)=O,0.97,
60,16603,N=C(N)NCCCC(NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O,,0.18
61,5397,CCn1c(SCc2ccccc2F)nc2sc(C)c(C)c2c1=O,5.86,
62,8750,Cc1ccc2cc3ccccc3cc2c1,5.0,
63,6119,CNC(=O)OCc1c2n(c3c(O)cc(N4CCCC4)c(O)c13)CC=C2OC(C)=O,1.4,
64,12507,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,2.94,
65,1447,CC(C)(C)NC(=S)Nc1ccc(F)cc1,2.71,
66,1195,CC(=O)c1ccc(C(C)C)cc1,2.98,
67,13760,CC(=O)N=c1[nH]c(-c2cccs2)cs1,,2.77
68,13908,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2cccc(C(=O)O)c2)c1=O)C(=O)C(F)(F)F,,0.68
69,12410,O=S1(=O)N=C(C2CC=CCC2)Nc2ccccc21,2.05,
70,10899,Nc1c(Cl)cccc1Cl,2.76,
71,1479,CC(C)(C)[N+](=O)[O-],1.17,
72,5675,CN(C)Cc1ccc(C(=O)OCn2ncc3c(=O)[nH]cnc32)cc1,1.05,
73,12074,O=C1CC(Sc2nc3ccccc3s2)N1,2.3,
74,2159,CC(Sc1nnc(-c2ccc(F)cc2)n1-c1ccccc1)C(N)=O,3.38,
75,11856,O=C(O)c1ccccc1Oc1ccccc1,3.11,
76,14106,CC(c1ccccc1)N1Cc2ccccc2C1=O,,3.0
77,11416,O=C(NP(=O)(N1CC1)N1CC1)c1cccc(I)c1,1.91,
78,10122,N=C1C(=O)c2ccccc2C(=O)C1Cl,2.12,
79,12651,O=[N+]([O-])c1cccs1,1.55,
80,6,BrCC1CO1,0.85,
81,11641,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.31,
82,8398,Cc1cc(Cl)ccc1NC(=S)NCCc1c[nH]c2ccccc12,4.34,
83,4350,CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,1.31,
84,15272,COc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,2.36
85,13707,C1CCC(NC2CCCCC2)CC1,,-0.38
86,8253,Cc1c([N+](=O)[O-])cc(C(N)=O)cc1[N+](=O)[O-],0.68,
87,13974,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,,1.95
88,8834,Cc1cccc(CO)c1,1.6,
89,15107,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCc3ccccc3)cc12,,2.51
90,13459,c1ccc(-c2nnco2)cc1,1.31,
91,11193,O=C(CN1C(=O)/C(=C2\SC(=S)N(Cc3ccco3)C2=O)c2ccccc21)Nc1ccc(F)cc1,6.36,
92,12829,O=c1[nH]ncc2ccccc12,0.75,
93,13519,c1ccc(Oc2ccccn2)cc1,2.39,
94,13165,ON=Cc1cnns1,0.86,
95,10135,N=C1NCC(CN2CCN(c3ccccc3Cl)CC2)O1,1.87,
96,16991,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,1.4
97,8491,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,3.92,
98,8232,Cc1c(NC(=O)C(C)N(C)C)c(=O)n(-c2ccccc2)n1C,-0.05,
99,13755,CC(=O)N1CCN(c2ccc(N=c3nc(-c4cnc5ccccn45)cc[nH]3)cc2)CC1,,2.82
100,2909,CCC(O)(C(=O)O)c1ccc(CC(C)C)cc1,3.37,
101,2939,CCC1(CC)C(=O)NC(=O)N=C1OC(C)C,1.86,
102,9330,Clc1cc(Cl)c(Cl)cc1Cl,4.64,
103,12834,O=c1c(Cl)c(Cl)cnn1-c1ccccc1,2.09,
104,15635,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,2.97
105,17582,c1ccc(N=c2cc(Nc3ccccc3)[nH][nH]2)cc1,,3.8
106,6880,COCN(C#N)C1CC(OC2=CC(O)(C(C)=O)Cc3c2c(O)c2c(O)c4c(OC)cccc4c(O)c2c3O)OC(C)C1O,2.64,
107,7815,COc1ccccc1N1CCN(CCNC(=O)c2cccnc2)CC1,1.2,
108,3008,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1C,2.19,
109,15753,C[C@H]1C[C@@H](NS(=O)(=O)c2cc(Br)ccc2Br)CN1C#N,,2.13
110,9832,FS(F)(F)(F)(F)c1ccccc1,3.36,
111,15260,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN(C)C(C)C(N)=O,,3.44
112,1879,CC(C)NNC(=O)COc1ccc(Cl)cc1,2.02,
113,4006,CCCOC(=O)Nc1ccccc1,2.8,
114,6173,CNC(=O)Oc1ccc(C)c(C)c1,2.09,
115,16449,Cn1sc(=NC(=O)c2cccc(Cl)c2)[nH]c1=O,,0.87
116,2420,CC1C2CCC3C(O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,1.51,
117,14501,CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,,3.5
118,2783,CCC(C)C(NC(=O)C(NC(=O)C([NH3+])CC(C)C)C(C)=O)C([O-])O,-2.3,
119,17209,O=C(O)c1ccc(=NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)[nH]c1,,2.7
120,10695,NCc1cc(=O)[nH]o1,-2.39,
121,6833,COCCCNC(=O)c1ccccc1C(F)(F)F,2.0,
122,13511,c1ccc(Nc2ccc3ccccc3c2)cc1,4.38,
123,8176,Cc1[nH]n(-c2ccccc2)c(=N)c1-c1ccccc1,3.27,
124,15606,CS(=O)(=O)c1ccc(C(C[C@H]2CCC(=O)C2)C(=O)N=c2cncc[nH]2)cc1Cl,,1.39
125,7731,COc1cccc(OC)c1O,1.15,
126,3565,CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43,
127,6278,CNC12CCCCC1Cc1ccc(OC)cc12,3.54,
128,3301,CCCCCCC1OC(=O)c2ccccc21,3.55,
129,1224,CC(=O)c1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,2.05,
130,14446,CCN1CCCC(C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,1.6
131,11842,O=C(O)c1ccccc1-c1ccccc1C(=O)O,2.07,
132,17206,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C(F)(F)F)cc1,,1.5
133,16351,Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,,2.58
134,10983,Nc1ccc(F)c(Cl)c1,2.06,
135,4098,CCC[N+](=O)[O-],0.87,
136,6506,COC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0.63,
137,6681,COC(=O)c1ccncn1,-0.27,
138,17212,O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,2.31
139,5187,CCSCCn1cnc2c(=N)n(C)c(=O)[nH]c21,0.0,
140,12158,O=C1NCCC2CNC(=O)C12,-1.95,
141,7415,COc1ccc(CC(C)N)c(OC)c1,1.75,
142,9920,N#CC1C(=N)OC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccccc1F,3.07,
143,8943,Cc1ccccc1NC(=O)NN,0.36,
144,6124,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],0.66,
145,12186,O=C1c2ccccc2-c2cccc3cccc1c23,4.81,
146,6821,COCC(O)Cn1cnc([N+](=O)[O-])c1I,0.41,
147,6378,COC(=O)C(C#N)=Cc1ccco1,1.65,
148,7681,COc1cccc(CC(C)N)c1OC,1.49,
149,7357,COc1ccc(C(=O)c2ccccc2)c(O)c1,3.79,
150,1125,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2C,5.72,
151,4145,CCCc1cssc1=S,3.18,
152,10036,N#Cc1ccc(OCC(=O)O)cc1,0.93,
153,11742,O=C(O)Cc1ccccc1Nc1c(F)cccc1F,3.57,
154,7753,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1.27,
155,6731,COC12C(=COC(N)=O)c3c(O)c(N)c(C)c(O)c3N1CC1C2N1C(=O)Cc1ccccc1,1.15,
156,11082,Nc1cccc(S(N)(=O)=O)c1,-0.38,
157,5866,CN(N=Cc1ccc(F)cc1)P(=O)(N1CC1)N1CC1,0.48,
158,9413,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,7.31,
159,17202,O=C(O)c1cc2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)c(Cl)c1,,1.79
160,1453,CC(C)(C)NCC(O)COCCc1ccccc1,2.52,
161,14660,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,,3.0
162,17203,O=C(O)c1cc2ccccc2n1Cc1ccccc1,,0.78
163,15919,Cc1cc(C)nc(SCC(N)=O)n1,,0.23
164,1240,CC(=O)c1cccc(NC(=O)Cc2ccccc2)c1,2.62,
165,16753,NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)sc12,,2.01
166,1273,CC(=O)c1cnccn1,0.2,
167,4377,CCN1CCC(CNC(=O)c2cc(S(=O)(=O)CC)ccc2OC)C1,1.31,
168,7194,COc1cc(Cl)c(Cl)c(Cl)c1Cl,4.51,
169,15647,CSc1ncccc1C(=O)NCc1ccc(C)cc1,,2.71
170,5889,CN(c1ccccn1)S(=O)(=O)c1ccc(N)cc1,1.3,
171,10901,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,5.19,
172,3070,CCCC(=O)OCOC(=O)c1ccccc1OC(C)=O,2.5,
173,4766,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,5.03,
174,1975,CC(C)c1ccc(NC(=O)N(C)C)cc1,2.87,
175,500,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccncc2)c1=O,1.14,
176,12112,O=C1CCCN1Cc1ccccc1,1.25,
177,13589,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,6.45,
178,17295,O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,,3.32
179,6672,COC(=O)c1ccccc1S(N)(=O)=O,0.01,
180,2448,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,2.35,
181,3143,CCCCC#N,1.12,
182,2661,CCC(=O)OCCOc1ccc(C=O)cc1OC,1.33,
183,13186,Oc1c(F)c(F)c(F)c(F)c1F,3.23,
184,10454,NC(=O)OCc1ccc(Cl)cc1,1.97,
185,3485,CCCCCCCc1ccccc1,5.37,
186,3576,CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,1.51,
187,10187,N=c1[nH]c(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],-0.22,
188,1936,CC(C)OCCO,0.05,
189,6948,COP(=O)(CC(C)=O)OC,-0.86,
190,11149,O=C(C=Cc1ccccc1)C(F)(F)F,3.01,
191,11039,Nc1ccc(S(=O)(=O)c2ccccc2)cc1,1.76,
192,8079,CSc1cnc2ccccc2n1,2.79,
193,6234,CNC(=O)c1ccccc1,0.86,
194,3332,CCCCCCCCC(C)c1ccccc1,7.06,
195,6654,COC(=O)c1ccccc1C(=O)O,1.13,
196,12165,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)NC1=O,2.39,2.38
197,7645,COc1ccc2oc(N(N)CCC#N)nc2c1,0.98,
198,13352,S=c1cc(-c2ccccc2)ss1,3.67,
199,1889,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.69,
200,5968,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.88,3.92
201,6849,COCCNC(=O)Cn1cnc([N+](=O)[O-])n1,-0.85,
202,8363,Cc1cc(C)n(-c2ccc(-n3cccc3/C=C(\C#N)S(C)(=O)=O)cc2)n1,4.25,
203,9682,Cn1c(=O)nc(-c2ccccc2)c2ccccc21,1.79,
204,7295,COc1ccc(-c2nc3cccnc3[nH]2)c(OC)c1,2.57,
205,10920,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,-0.6,
206,13882,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,3.99
207,3915,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.21,0.03
208,13549,c1ccc2c(c1)Nc1ccccc1O2,3.85,
209,3068,CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-0.08,
210,10372,NC(=O)CCCn1nnc2ccccc21,0.37,
211,8683,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,0.58,
212,2832,CCC(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.28,
213,8427,Cc1cc(OCCNCc2cc(O)c3ccccc3c2O)c(C(C)C)cc1O,4.25,
214,9695,Cn1c(N)c(C(=O)COC(=O)C2CC2)c(=O)n(C)c1=O,2.17,
215,14623,CCc1cccc(CC)c1NC(=O)n1cc2[nH][nH]c(=NC(O)c3ccc(N4CCN(C)CC4)cc3)c2c1,,3.31
216,11685,O=C(O)COc1ccccc1I,2.33,
217,8589,Cc1ccc(COC(N)=O)cc1,1.76,
218,17496,O=c1oc2ccc(O)cc2cc1-c1ccccc1,,3.12
219,282,C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(O)C12,0.87,
220,237,C=C(C)C(=O)OCC(C)O,0.97,
221,10967,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-1.7,
222,2275,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,0.27,
223,10694,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,-2.0,
224,10526,NC(=O)c1ccoc1,0.09,
225,109,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,5.0,
226,6979,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.88,
227,6297,CNCC(c1ccccc1)C(C)C,3.12,
228,14965,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,,3.15
229,6918,CON(C)C(=O)Nc1ccc(OC(C)CC2CCCCC2)cc1,4.51,
230,7653,COc1cccc(/C=C/C(=O)OCC(=O)c2cc(C)n(-c3cc(C)on3)c2C)c1,5.2,
231,888,CC(=O)Nc1ccc(Br)c(C)c1,2.8,
232,2753,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(N)CCSC)C(C)CC)C(=O)O,-0.49,
233,597,CC(=O)C=Cc1ccccc1F,2.34,
234,16051,Cc1ccc(Cl)c(N=c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)[nH]cn2)c1,,2.16
235,4830,CCOC(=O)c1cnc2n(c1=O)CC(C)CC2,0.71,
236,1251,CC(=O)c1ccccc1,1.58,
237,5131,CCOc1cncc(C(N)=O)n1,0.61,
238,1771,CC(C)COC(=O)c1cc(=O)[nH]c(=O)[nH]1,1.01,
239,2773,CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,0.65,
240,16683,N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,,2.5
241,4803,CCOC(=O)c1ccc2cccccc1-2,3.83,
242,9166,Cc1no[n+]([O-])c1Sc1ccccc1,2.74,
243,15292,COc1cc2c(=Nc3cccc(Cl)c3Cl)c(C(N)=O)c[nH]c2cc1NCCN(C)C,,3.41
244,5864,CN(N)C(=O)c1ccccc1,0.7,
245,9265,ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.93,
246,744,CC(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.32,
247,8304,Cc1cc(=O)oc2ccc(OC3OC(CO)C(O)C(O)C3O)cc12,-0.66,
248,3155,CCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,2.23,
249,6955,COP(=O)(OC)OC,-0.65,
250,1205,CC(=O)c1ccc(N2CCN(C(=O)/C=C/c3ccc(C)o3)CC2)cc1,4.3,
251,15771,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,3.72
252,13561,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCOCCOCCOCCOCCO2,0.52,
253,12882,O=c1cccc(Cl)[nH]1,0.93,
254,16293,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C#N)cc3)n2)n1C(C)C,,3.62
255,3548,CCCCCCc1ccc(CCC[N+](C)(C)CCCS(=O)(=O)[O-])cc1,1.89,
256,6951,COP(=O)(NC(C)=O)SC,-0.85,
257,15590,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,2.1
258,12401,O=S(c1ccccc1)c1ccccc1,2.06,
259,16473,Fc1ccc(C2CCN(C(=S)COCc3ccncc3)CC2)c(Cl)c1,,4.23
260,9130,Cc1nccnc1CC(C)C,1.96,
261,4540,CCOC(=O)C(=Cc1ccccc1Cl)C(C)=O,2.84,
262,7566,COc1ccc([C@@H]2CC(=O)N(c3sc4c(c3C#N)CCCC4)C3=C2C(=O)CCC3)c(OC)c1,4.55,
263,17333,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,,1.34
264,11630,O=C(O)CN1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,-0.71,
265,8657,Cc1ccc(O)c(O)c1,1.37,1.37
266,17392,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,,0.99
267,17100,O=C(Nc1ccc(N2CCOCC2)cc1)c1n[nH]c(=NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,,3.72
268,15265,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,,2.72
269,1692,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)O,-0.12,
270,180,C1=CCCC=CCCC=CCC1,5.5,
271,14817,CN1CCN(c2ccc(N=c3cc[nH]c4ccccc34)cc2)CC1,,1.3
272,8039,CSCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.32,
273,16716,N=c1nc(-c2c[nH]c3ccccc23)cc[nH]1,,1.68
274,8387,Cc1cc(Cl)c(Cl)cc1Cc1c(Cl)cccc1Cl,7.15,
275,13085,OCCCc1cccnc1,0.6,
276,4721,CCOC(=O)N(C)C,0.89,
277,5216,CCc1c(O)[nH]c(=O)n(C)c1=O,0.15,
278,11646,O=C(O)COc1ccc(C2CCCC2)cc1,3.41,
279,10120,N=C(N=NCc1ccc2ccccc2n1)Nc1ccccc1,0.99,
280,11629,O=C(O)CN1CCCCC1,-1.05,
281,11255,O=C(CSc1nnc(-c2ccccc2F)n1CCc1ccccc1)N1CCOCC1,3.79,
282,10657,NCCCCC(=O)O,-2.63,
283,1787,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.0,
284,2853,CCC(C)c1ccc(OC(=O)NC)cc1,3.2,
285,174,C1=CC2CCC1C2,3.24,
286,5405,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-0.3,-1.1
287,1136,CC(=O)Oc1ccc(N=C2C=CC(=O)C=C2)cc1,1.43,
288,9546,Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,4.96,
289,1364,CC(C)(C)C(COc1ccc(C#N)cc1)OC(=O)n1ccnc1,3.15,
290,16275,Cc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,,0.9
291,938,CC(=O)Nc1ccc(S(=O)(=O)F)cc1,2.17,
292,168,C/C(=C\c1ccco1)[C@@H]1c2c(-c3ccccc3)n[nH]c2OC(=N)C1C#N,4.82,
293,9560,Clc1ccc2c(c1)oc1c(Cl)c(Cl)cc(Cl)c12,6.23,
294,9131,Cc1nccnc1OC(C)C,2.24,
295,9646,Clc1nc(=Nc2ccccc2Cl)nc(Cl)[nH]1,3.88,
296,7012,COc1c(C#N)sc(S(C)=O)c1C#N,2.02,
297,4270,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0.9,-0.9
298,8538,Cc1ccc(C)c(Cl)c1,3.86,
299,15392,COc1ccc(Cl)c(N=c2[nH]cnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,,3.6
300,7793,COc1ccccc1C=CC(C)=O,2.42,
301,1302,CC(C(=O)O)c1ccc(-c2nc(C(F)(F)F)cs2)cc1,3.78,
302,11602,O=C(O)CCCc1ccccc1,2.42,
303,11907,O=C(OOC(=O)c1ccccc1)c1ccccc1,3.46,
304,1927,CC(C)OC(=O)c1ccccc1,3.18,
305,5905,CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c2cc(Cl)ccc21,3.04,
306,6302,CNCCCCc1cccnc1,0.91,
307,9457,Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,4.94,
308,10199,N=c1[nH]cc(Cc2cccc(Cl)c2Cl)c(=N)[nH]1,2.81,
309,4514,CCOC(=O)C(=Cc1ccc(O)c(OC)c1)C(=O)OCC,2.89,
