,smiles,logP,logD
56,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1ccccc1,,3.17
57,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,,1.49
58,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,,1.54
59,Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,,2.7
60,N=c1[nH]c2[nH]c(SCc3ccccc3)nc(=N)c2s1,,3.1
61,COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,,2.55
62,CN1CCCC1CCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,2.01
63,Cc1[nH]c2ncnn2c(=O)c1CCOC(=O)c1ccccc1F,,0.99
64,CN=c1[nH]c2ccccc2n1Cc1sc2c(c1C(=O)N1C[C@H](O)CO1)c(=O)n(C)c(=O)n2CC(C)C,,1.77
65,O=C(N=c1[nH]nc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccccc1,,1.02
66,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,,1.72
67,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOc3cccc(CNCCc4ccccc4F)c3)c2s1,,1.86
68,CC(C)C(NC(=O)CCc1ccccc1)C(=O)N1CCCC1,,2.49
69,Nc1cc(C(=O)Nc2cccc(-c3nn[nH]n3)c2)cc(C(F)(F)F)c1,,0.2
70,O=C(C(O)CO)N1CC=C(c2ccc(N3C[C@H](COc4ccon4)OC3=O)cc2F)CC1,,1.09
71,Cc1cc(=NCc2ccccc2)[nH]c2ccccc12,,3.69
72,CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,2.4
73,COc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,,3.1
74,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c2ccccc21,,2.99
75,N#Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1,,1.51
76,COc1ccc2[nH]c3ccccc3c(=N)c2c1,,1.0
77,Fc1cc2[nH]cnc2cc1Cl,,2.35
78,CCc1cc(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,,2.6
79,Cc1c[nH]c(=NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cc(C)oc3c2)cn1,,2.1
80,Cc1ccc(C(=O)N(CCCN)Cc2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)cc1,,1.47
81,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,,3.12
82,Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1,,2.7
83,Clc1cccc(-n2[nH]nnc2=NCc2ccccc2Oc2ccccn2)c1Cl,,3.62
84,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,,3.89
85,COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.04
86,COc1cc(N2CC3CNCC(C2)O3)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,2.3
87,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,,2.14
88,Cc1c[nH]c(=Nc2cncc(=NC(C)c3ncc(F)cn3)[nH]2)s1,,1.91
89,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,0.83
90,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,,3.49
91,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,,2.4
92,Cc1cc(=Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)[nH][nH]1,,2.86
93,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,,1.11
94,N=c1[nH]c(-c2ccccc2)nn1Cc1ccccc1,,1.91
95,Cc1nc(C(=O)C(C)Oc2ccc(SCCCCCc3ccccc3)cc2)sc1CCCC(=O)O,,3.58
96,CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,2.7
97,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,,1.7
98,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.27,-0.95
99,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,,2.35
100,CC1C(=O)NC(Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O[C@H](C)CNC(C2CC2)C(=O)N1C,,3.3
101,Cc1cc(=Nc2cc(N3CCOCC3)[nH]c(=NC(C)c3ncc(F)cn3)n2)[nH][nH]1,,1.91
102,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,,2.1
103,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)nn2)CC1,,2.8
104,N=c1[nH]c(-c2ccccc2)ns1,,2.2
105,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,,2.5
106,CNC(=O)c1c[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,,-0.54
107,COc1nc(Cl)c[nH]c1=NS(=O)(=O)c1cccc2c(N(C)C)cccc12,,1.74
108,Cc1c(Sc2ccc(Cl)cc2)c2c(-c3cnccn3)cccc2n1CC(=O)O,,0.03
109,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,,3.0
110,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1,,2.1
111,CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,,1.74
112,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,,2.3
113,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)c4ccccc4)c3[nH]2)cc1,,0.25
114,N[C@@H]1CCCN(c2c(Cl)cccc2/C=C2\SC(=O)NC2=O)C1,,1.97
115,Cc1cc(CN=c2nc(N=c3cc(CCc4ccccc4)[nH][nH]3)cc[nH]2)on1,,3.56
116,CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1,,2.7
117,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,,2.98
118,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,,3.02
119,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@@H](n2cnc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O,,1.2
120,Cc1ccc(-c2n[nH]c(=O)c3ccccc23)c(C)c1,,3.41
121,COc1cc2[nH]cnc(=Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1,,3.19
122,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F,,2.7
123,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCCCN(C)C)n1,,1.3
124,CC1(C)CCC(NC(=O)C(N)CCC(=O)O)CC1,,-0.27
125,OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCNC1,,0.62
126,Cc1c(Oc2ccc(Cl)cc2)c2cc(C(F)(F)F)ccc2n1CC(=O)O,,2.28
127,COc1ccc(-c2cc[nH]c(=N)n2)cc1,,2.08
128,Cc1cc2[nH]c(=O)c(=O)cc(O)c2cc1C,,1.99
129,CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,,3.2
130,CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,,3.64
131,O=C1CCOc2nc(CCc3ccccc3)ccc21,,2.5
132,CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,,1.2
133,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCC(c5ccccc5)CC4)c3)c2s1,,1.99
134,COc1cc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc(OC)c1OC,,2.54
135,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,,2.76
136,C[C@H]1O[C@@H](n2cnc3c(=N)[nH]c(OC4CCCC4)nc32)[C@H](O)[C@H]1Cl,,3.18
137,Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,,3.43
138,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,,3.5
139,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,,3.14
140,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,,3.13
141,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)N=C(N)N1,,1.59
142,NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,,1.7
143,CCCCOc1nc(=N)c2[nH]c(=O)n(Cc3cccc(CC(=O)O)c3)c2[nH]1,,0.14
144,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,3.34
145,O=c1cc(N2CCOCC2)oc2c(-c3cccc(-c4ccsc4)c3)cccc12,,4.2
146,CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,,2.1
147,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCNCCCCc2ccncc2)c1,,4.3
148,NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1,,1.04
149,COCCOc1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,3.1
150,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,,3.38
151,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,,2.11
152,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1OC,,2.95
153,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.93,-0.96
154,NC12CCC(c3ccccc3)(CC1)CC2,,0.29
155,COc1ncc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,0.2
156,COc1cccc2sc(=NC(=O)c3ccccc3)[nH]c12,,3.96
157,COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,,1.8
158,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c5c(sc34)CCCC5)cccc12,,4.1
159,O=c1[nH]ccc2[nH]c(C3=CC=NCC3)cc12,,1.49
160,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,,2.17
161,Cn1c(=O)n(Cc2ccc(Br)cc2)c2ccccc21,,2.81
162,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,0.2
163,CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,,3.07
164,N#Cc1c(-c2ccc(-c3ccccc3CN3CCOCC3)cc2)[nH]c2ccncc2c1=O,,2.0
165,CSc1ncccc1C(=O)NCc1ccc(C)cc1,,2.71
166,O=c1[nH][nH]c(=O)c2c1[nH]c1cc(Cl)cc(Cl)c12,,1.02
167,O=C(NCCSCc1ccccc1)c1ccccc1,,3.3
168,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,,0.02
169,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,,1.7
170,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cc[n+]([O-])cc2)c1=O)C(=O)C(F)(F)F,,1.13
171,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,,2.9
172,COc1cc2[nH]cc(C(N)=O)c(=Nc3cc(C)ccc3F)c2cc1OC,,3.16
173,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,,2.79
174,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1,,2.13
175,Cc1ncc(-c2[nH]c(=Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,,2.19
176,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,,3.15
177,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,,2.82
178,O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,,2.53
179,C[C@@H](O)[C@@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)sc12,,2.83
180,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,2.65
181,Oc1ccc(-c2csc(-c3ccc(O)cc3)n2)cc1,,3.7
182,Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1,,3.4
183,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOCC2)cc1,,0.5
184,N=c1[nH]c2ccccc2n1C(=O)c1ccccc1,,1.56
185,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,2.21
186,CC(=O)N[C@@H]1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)c(F)c[nH]3)cc2)C1,,3.3
187,N#CCNC(=O)C1CCCCC1C(=O)N1CCN(c2ccc(F)cc2)CC1,,1.92
188,C[C@@H]1CN(c2noc(C(F)F)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,2.85
189,Cc1cc(CN=c2nc(N=c3cc(C)[nH][nH]3)c(Cl)c[nH]2)on1,,2.68
190,Cc1c(-c2ccc(O)cc2)c(=O)oc2cc(O)ccc12,,2.8
191,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1NCCN1CCCCC1,,2.52
192,CSc1nc(C(N)=O)c(N)s1,,1.21
193,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O,,2.64
194,O=c1c2ccccc2nc2n1CCO2,,0.6
195,Cc1cccc(-c2nc3cc(Cl)ccc3[nH]2)n1,,4.1
196,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1,,1.89
197,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCCO)cc1Cl)C(F)(F)F,,2.1
198,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,,-0.66
199,O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,,0.4
200,N=c1nc(-n2ccc3ccccc32)cc[nH]1,,2.71
201,CC(C(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,,4.19
202,COc1cc2[nH]cnc(=Nc3cccc(O)c3)c2cc1OC,,2.6
203,O=C(COc1ccccc1)N1CCOCC1,0.74,0.75
204,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,2.07,1.22
205,Cn1cnc(-c2ccccc2)c1/C=C/c1cc[nH]c(=N)n1,,2.61
206,N=c1[nH]cnc2c1c(C(N)=O)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,-0.87
207,COc1ccc(Cl)cc1C(=O)N=c1[nH]c2ccccc2[nH]1,,4.05
208,COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,,3.7
209,CC(C)(C)c1ccc(-c2nc(O)c(CC(=O)O)s2)cc1,,-0.1
210,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,,3.75
211,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2F)CC1,,2.55
212,O=C(Cc1cccc2ccccc12)Nc1ccccc1,,3.9
213,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1,,-0.49
214,CC(C)(C)OC(=O)N1CCN(c2cnc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,,3.4
215,Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,,2.08
216,CN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.7
217,Cc1ccc(-c2ncc(C)n2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,2.67
218,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,,2.84
219,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,,3.15
220,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,,1.44
221,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,,3.8
222,O=C(O)CCc1ccc(OCc2cccc(Oc3ccccc3)c2)cc1,,2.47
223,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Cl)cc54)CC3)nc2N1,,1.33
224,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,,1.24
225,Cc1c(Cl)cccc1S(=O)(=O)N=c1[nH]c(CC(=O)N2CCN(C)CC2)cs1,,0.57
226,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)C(C)=N2,,2.51
227,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,2.54
228,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(F)c(F)c4)CC3)CC2)cc1,,0.75
229,CNC(C)C(=O)NC(C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1,,0.82
230,O=C(N=c1cccc[nH]1)c1ccccc1,,2.2
231,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(F)cccc4c3C2)CC1,,3.03
232,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,,-0.8
233,CN1CCN(CCOc2[nH]nc3[nH]cnc(=Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,,2.45
234,N=c1[nH][nH]c(=Nc2ccccc2)[nH]1,,1.06
235,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(C(=O)NCCOCCN)c2C)cc1,,2.46
236,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,2.84,2.84
237,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.14
238,COc1ccc(CNC(=O)N=c2[nH]cc([N+](=O)[O-])s2)cc1,,2.9
239,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(OC)cc1)N(CCCN)C(=O)c1ccc(C)cc1,,2.15
240,C[C@@H](N=C1CNCC(=O)C1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,2.49
241,O=c1[nH]c2ccccc2c(O)c1-c1ccccc1,,0.73
242,COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,,2.55
243,Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,,1.3
244,N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1,,1.26
245,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F,,2.2
246,COC(=O)N1CCN(c2ccnc(-n3ccnc3)n2)C(CC(=O)NCc2ccc3c(c2)OCO3)C1,,1.88
247,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,0.98,1.16
248,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,,3.8
249,N=c1cccc(CCc2ccc3cc[nH]c3c2)[nH]1,,2.8
250,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,,1.77
251,C=C1C=CC=C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC1=O,,0.7
252,Cc1c(OC2CCN(CC3CCN(C(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,,2.19
253,N=c1[nH]c(-c2ccc(Cl)cc2)cs1,,3.31
