,smiles,logP,logD
29,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,7.5,
30,NC(CCC(=O)O)C(=O)O,-3.69,
31,Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,7.2,
32,CC12CCC(=O)C=C1C1(CC1)CC1C2CCC2(C)C1CCC21CCC(=O)O1,3.15,
33,Oc1c(CSCc2ccccc2)[nH]c(=S)n1C1CCCCC1,4.58,
34,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.41,
35,CN(C)c1ccc(C#N)cc1,2.2,
36,Clc1cc(Cl)cc(-c2ccccc2)c1,5.41,
37,Cc1ccc(C)n1-c1ccc(-c2ccnc3ncnn23)cc1,3.5,
38,O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,0.63,
39,Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,2.72,
40,CCc1cccc(CC)c1NC1=NCCN1,2.48,
41,COc1cccc(C=C(C(N)=O)C(N)=O)c1,0.01,
42,COC(=O)Cc1ccsc1,1.46,
43,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.5,
44,CN(SN(C)C(=O)c1ccc(Cl)cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,4.0,
45,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3.5,
46,CC(C)(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,4.01,
47,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,5.9,
48,CCCCCc1ccncc1,3.75,
49,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2.32,
50,NC(=O)c1ccccc1C(N)=O,-1.73,
51,O=C(O)Cc1cccc(Cl)c1,2.09,
52,O=C(O)CCC1=NS(=O)(=O)c2cc(Br)ccc2N1,0.93,
53,C#CC1(O)C(F)CC2C3CCc4cc(O)ccc4C3C(CC)CC21C,4.12,
54,CCOc1ccccc1NC(=O)OCCN1CCOCC1,2.27,
55,C1COCCOCCOCCOCCOCCO1,-0.68,
56,O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccccn3)c2s1,1.75,
57,CC(C)(C)C(=O)Nc1ccc(NC(=O)C(C)(C)C)cc1,2.79,
58,NNC(=O)Nc1cccc(O)c1,-0.5,
59,CCC(C)C(NC(=O)C(N)CC(C)C)C(=O)NC(CCC(=O)O)C(=O)O,0.07,
60,CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1c(Cl)cccc1Cl,2.6,
61,O=C(Nc1ccc(Cl)cc1)c1cccnc1,2.52,
62,CC(=O)C1=C(C)N=C(SCC(=O)Nc2ccccc2)C(C#N)[C@H]1c1ccccc1Cl,4.97,
63,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,4.5,
64,O=C(O)COc1ccc(Cl)c([N+](=O)[O-])c1,1.85,
65,Cc1cccc(NC2=NCCN2)c1Cl,1.83,
66,CCCCCCCCCCCCCc1cccc(S(=O)(=O)O[Na])c1,2.52,
67,Cc1ccc2cccnc2c1,2.47,
68,C=CCOc1ccccc1Cc1c[nH]c(=N)[nH]c1=N,2.31,
69,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1Br,1.08,
70,CCn1cc(C(=O)NC(C)C(=O)OC)c(=O)c2ccc(C)nc21,2.47,
71,O=NN(CCCl)C(=O)Nc1ccccc1,2.49,
72,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccn3)c2s1,0.95,
73,O=[N+]([O-])c1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.78,
74,C=CCc1c(OCC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,3.08,
75,N#CCOC(=O)c1ccccc1SCC(=O)N1CCCC1,2.57,
76,COc1cc(CCN)cc(OC)c1Br,2.03,
77,CCN1C(=O)c2cccc3c(S(=O)(=O)N(C(=O)c4cccnc4)c4ccc(OC)cc4)ccc1c23,4.74,
78,N=c1nc(-c2ccccc2I)[nH]c(=N)[nH]1,1.41,
79,CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1,0.4,
80,CCOc1cc(C#N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)cc1OCC,4.31,
81,CCCc1ccc(OCc2ccc(C(=O)Nc3ccccc3C(=O)OC)o2)c(OC)c1,5.89,
82,O=S1(=O)N=C(c2ccco2)Nc2ccccc21,1.06,
83,CN(C)C(=O)OCc1ccc(F)cc1,2.3,
84,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,6.41,
85,OCC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.94,
86,COC(=O)c1cccnn1,-0.43,
87,OCc1ccc2cccnc2c1,1.29,
88,CCOC(=O)c1ccccc1N,2.57,
89,c1ccc2c(c1)CCO2,2.14,
90,CC(=O)c1ccc[nH]1,0.93,
91,CN(C)N=Nc1cc(C#N)cc(C#N)c1,2.18,
92,NC(Cc1cnccn1)C(=O)O,-2.79,
93,CC(=O)C(C#N)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.4,
94,Cc1ccsc1,2.34,
95,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.32,
96,CCC=CCC=CCC=CCCCCCCCC(=O)OC,6.29,
97,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,3.36,
98,COCCn1ccc(=O)c(O)c1C,-0.41,
99,Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.22,
100,COc1ccc([C@H]2C[C@@H](c3ccc(-c4ccccc4)cc3)Nc3ncnn32)cc1,5.42,
101,OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.54,
102,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1N,0.76,
103,CCc1nccnc1C,1.07,
104,O=C1CCCCN1,-0.46,
105,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,1.15,
106,Ic1cn[nH]c1,1.7,
107,Oc1cc2ccccc2[nH]1,1.16,
108,CCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,4.82,
109,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,4.71,
110,c1ccc2c(c1)Cc1ccccc1O2,4.23,
111,Cc1ccoc1CN(C)C,1.63,
112,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,3.09,1.06
113,CCC(=O)C1(c2cccc(OC(=O)OCC(C)C)c2)CCN(C)CC1,2.38,
114,BrCCCBr,2.37,
115,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(C)ccc3n2)cc1,4.11,
116,NC(=O)c1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,1.61,
117,Cc1nonc1Sc1ccccc1,2.92,
118,CC(C)OP(=O)(F)OC(C)C,1.17,
119,CCCNC1CC2CC1c1ccccc12,3.3,
120,CCNc1ccccc1,2.16,
121,N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1.83,
122,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,7.1,
123,CCSC(=O)N(CC(C)C)CC(C)C,4.15,
124,CNC(=O)ON=C1SCOC1(C)C,0.82,
125,Cc1ccc(NC=O)cc1,1.61,
126,COC(=O)c1ccc(NC(C)=O)cc1,1.79,
127,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.88,
128,COC(=O)Cc1ccc(O)c2ncccc12,1.59,
129,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,4.65,
130,O=NN1CCCCCC1,0.92,
131,CC(=O)OCOC(=O)c1ccccc1OC(C)=O,1.42,
132,CC(=O)OCC(COC(C)=O)OC(C)=O,0.25,
133,CC(C(c1ccccc1)c1ccccc1)[N+](=O)[O-],3.91,
134,NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,-1.25,
135,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,3.18,
136,CC(C)OC(=O)COc1ccc(C=O)cc1,1.88,
137,CCN(CC)C(=O)c1ccccc1,1.25,
138,Clc1ccc(C2OC2c2ccccc2)cc1,4.54,
139,CCOc1cccnn1,0.63,
140,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.65,
141,c1cnc(N2CCNCC2)nc1,0.49,
142,CC(C)c1cccc(C(C)C)c1N,3.18,
143,COc1cccc(N2CCN(CCN(C)C)C2=O)c1,1.76,
144,Ic1cccnc1,1.8,
145,Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,3.15,
146,CC(=O)N=c1[nH]c(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,1.01,
147,CNC(=O)N=c1[nH]onc1C,0.3,
148,CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43,
149,Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,3.43,0.3
150,CC(C(=O)O)c1ccc(-c2nccs2)c(Cl)c1,3.39,
151,Cc1ccc2c(=O)[nH]c(=O)[nH]c2c1,0.55,
152,CC(=NN=c1nc(C)cc(C)[nH]1)c1ccccc1C,2.98,
153,Cc1cc(C(=O)Cn2c(O)c3c(c2O)CC=CC3)c(C)n1Cc1ccc2c(c1)OCO2,4.38,
154,CN(C)C(=O)OCCCc1cccnc1,1.44,
155,N#CC(C#N)=Cc1ccc(Cl)o1,2.17,
156,COC(=O)c1ccccc1S(N)(=O)=O,0.01,
157,Cc1cc(C)n2nc(SC(C)C(=O)NCC(=O)Nc3ccc(F)c(F)c3F)nc2n1,2.18,
158,CCCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.93,
159,OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77,
160,CCOP(=S)(OCC)Oc1ccc(S(C)(=O)=O)cc1,2.56,
161,CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.51,
162,COc1ccc(C(=O)O)cc1OC,1.61,
163,CCC(C)NC(=O)C=Cc1ccccc1,2.85,
164,OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O,0.76,
165,Brc1ccc(-c2cc3ccccn3c2)cc1,5.43,
166,OCC(CO)(CBr)CBr,1.06,
167,CCCCOc1ccc(O)cc1,2.9,
168,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S,1.07,
169,OCCOc1ccc(Cl)cc1,1.99,
170,NNC(=O)c1ccc(Cl)cc1,1.18,
171,COC(=O)Nc1cccc(C(F)(F)F)c1,2.74,
172,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,6.91,
173,O=C(O)c1ccccc1Br,2.2,
174,Cc1c(Cl)c(Cl)c(C(C)C)c(Cl)c1Cl,6.8,
175,Cc1ccc(NC(=O)N(C)C)cc1,1.33,
176,CNC(=O)ON=Cc1cccc(Oc2ccccc2)c1,3.12,
177,C#CC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,2.68,
178,CC(C)(C)C(COc1ccc([N+](=O)[O-])cc1)OC(=O)n1ccnc1,3.35,
179,NC(O)=NO,-1.8,
180,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,-0.02,
181,COc1ccc2cc(CC(=O)OCC(=O)N(C)CCO)ccc2c1,1.58,
182,COC(=O)Nc1cccc(I)c1,3.03,
183,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,5.11,
184,COc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.5,
185,CC(C)C(C)P(C)(C)=O,1.08,
186,COc1ccco1,1.44,
187,CCCCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.84,
188,NC(=O)C1CSC(c2oc(CO)c(O)c2O)N1,-1.73,
189,CC1=CC(=O)C=CC1=O,0.72,
190,CC(C)OC(=O)CSc1ccccc1[N+](=O)[O-],2.76,
191,O=C(Cc1ccccc1)Nc1cccc(Cl)c1,3.61,
192,CC(C)(C)c1cccc(O)c1,3.3,
193,O=[N+]([O-])c1cc(Cl)ccc1Cl,3.09,
194,COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,3.49,
195,COc1cc2c(cc1OC)[C@H](COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)C1CCCCC1)CC2,5.07,
196,NC(=O)c1ccc(N)cc1,-0.41,
197,NC(=O)CNc1ccccc1C(=O)O,0.95,
198,CSc1nc(=NC(C)C)[nH]c(=NC(C)C)[nH]1,3.51,
199,OCCCCn1nc2ccccc2n1,1.57,
200,Oc1[nH]c2ccccc2c1-c1ccccc1,2.59,
201,CCCCCN(CCCCC)N=O,3.86,
202,CN(C)c1cccc(OCC2CN=C(N)O2)c1,1.4,
203,Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)[nH]o1,2.83,
204,S=c1[nH]c(-c2ccccc2)ns1,2.13,
205,O=C(/C=C/c1ccccc1)c1ccccc1,3.08,
206,CC(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-0.71,
207,CCCCc1ccc(CC(=O)O)cc1,3.25,
208,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.32,
209,OCC=CC#CC#Cc1ccccc1,2.48,
210,CNc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(N(C)C)c1OC,1.56,
211,CCc1cssc1=S,2.67,
212,Cc1ccc(COC(=O)N(C)C)cc1,2.63,
213,O=C(O)c1cccs1,1.57,
214,O=NN(CCCl)C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1,-0.94,
215,C=CCc1ccccc1,3.23,
216,Cc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,0.33,
217,NC1C2CCC1c1ccccc1C2,1.63,
218,COC(=O)NC1=NC(c2ccc(C(C)C)cc2)CN1,2.6,
219,C=Cc1cnc([N+](=O)[O-])n1C,0.64,
220,CC(C)(C)C(=O)OCOc1ccccc1C(N)=O,2.0,
221,CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,0.64,
222,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,2.11,
223,CC(=O)c1ccccc1,1.58,
224,CCc1cssc1=O,1.9,
225,CNC(=O)ON=C1SCSC1(C)C,1.31,
226,COc1cc(C(=O)c2ccc(F)cc2)cc(C(=O)c2ccc(F)cc2)c1,4.89,
227,N=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,-1.05,
228,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(NC(N)=O)c2)c1,0.9,
229,N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],1.24,0.77
230,CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(c3coc(O)c3)CCC12O,-0.21,
231,CS(=O)(=O)c1ccc(N)cc1,-0.12,
232,O=c1c(Cl)c(Cl)cnn1-c1ccccc1,2.09,
233,CCOc1cccc(-c2nnc(C)n(NC)c2=O)c1,1.91,
234,COC(=O)c1cccc([N+](=O)[O-])c1,1.89,
235,CC(=O)Oc1ccccc1C,1.93,
236,NCC1(CC(=O)O)CCCCC1,-1.1,
237,CC(=O)c1ccccc1NCC#N,1.58,
238,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.83,
239,Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,3.55,
240,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,1.33,
241,CS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1,0.93,
242,NC(=O)CCCc1ccccc1,1.41,
243,Cc1ccccc1Cl,3.42,
244,CC(=O)C(N)C(O)NC(C(=O)O)C(C)C,-1.25,
245,CCOC1OC(CO)C(O)C(O)C1O,-2.28,
246,COC(=O)Nc1ccccc1Br,2.3,
247,O=C(O)C(Cc1ccccc1)n1cccc1,2.34,
248,CC(C)CC(NC(=O)C(N)C(C)C)C(=O)O,-2.07,
249,COC(=O)c1cncc(OC)n1,0.69,
250,CCOC1OC2OC3(C)CCC4C(C)C(O)CC(C1C)C24OO3,2.14,
251,c1ccn2cccc2c1,2.49,
252,Cc1ccc(-c2ccccc2)cc1,4.63,
253,COC1C(Cl)C(Cl)C(Cl)C(Cl)C1OC,2.82,
254,CCC1(CC)C(=O)NC(=S)NC1=O,1.5,
255,O=[N+]([O-])c1nccn1COC(CO)CO,-1.17,
256,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1,1.22,
257,Cc1csc(-c2ccc(C(C)C(=O)O)cc2F)n1,3.52,
258,CC(C)C(=O)NCCNCC(O)COc1ccccc1,1.14,
259,C=C(C)C(=O)OCc1ccccc1,2.53,
260,CCN(CC)C(C)CC(=O)Nc1c(C)cccc1C,2.63,
261,COc1ccc(CNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,1.99,
262,C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.75,
263,CC1(C)CCC(C)(C)O1,2.06,
264,CCOC(=O)C(=Cc1cccc(OCC)c1)C(C)=O,2.71,
265,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.12,1.98
266,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2cn(C)cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.16,
267,CC1=NCCC1,1.87,
268,COC(=O)NC1=NCC(c2cccc(Cl)c2)N1C,2.1,
269,CN(C)N=Nc1ccc(NC(N)=O)cc1,1.25,
270,CN(C)P(=O)(N(C)C)N1CCCC1,0.82,
271,CCC(C)c1ccc(OC(=O)NC)cc1,3.2,
272,Nc1cccc(NC(=O)Cc2ccccc2)c1,1.59,
273,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(O)C3,1.2,
274,ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(CCl)C(Cl)Cl,5.44,
275,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(N)c12)=C(OC1CC(N2CCOCC2C#N)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1.97,
276,CC(=O)/C=C/c1ccccc1,2.07,
277,CC1(C)C2CC=C(CO)C1C2,3.22,
278,CCN=c1[nH]c(Cl)nc(=N)[nH]1,1.15,
279,CCN(CC)N=Nc1ccc(S(C)(=O)=O)cc1,2.6,
280,CC(C)(C)C(=O)Nc1ccccc1,1.99,
281,CC(=O)Nc1ccccc1C(F)(F)F,1.17,
282,CCC(CC)C(=O)Nc1cc(Cl)ccc1S(N)(=O)=O,2.55,
283,CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312,1.89,
284,CCCC(C)(COC(N)=O)COC(N)=O,0.7,
285,Cc1ccc(C(=O)N2C(=O)c3cccc(N)c3C2=O)cc1NC(=O)c1ccco1,3.55,
286,O=c1c2c(nc3ccccn13)CCC2,1.19,
287,CN(C)N=Nc1ccc(S(C)(=O)=O)cc1,1.59,
288,O=C(O)c1cc(Oc2cc(C(F)(F)F)ccc2Cl)ccc1[N+](=O)[O-],3.7,
289,n1onc2c1NC1Nc3nonc3NC1N2,0.3,
290,OC(CNC1COCCC1Br)Cn1ccnc1,-0.17,
291,CCOC(=O)Nc1ccc2nn(C)nc2c1,1.83,
292,CCC1(C)C(=O)NC(=O)NC1=O,0.08,
293,CC(C=O)Nc1c(O)c(N2CC2)c(NC(C)CO)c(O)c1N1CC1,-0.37,
294,C=C1C(=O)OC2Cc3cc(oc3O)CC3(C)OC3C(O)C12,-0.64,
295,CC(CC(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,3.82,
296,COCCOCCOC,-0.36,
297,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.62,
298,O=[N+]([O-])c1ccc(Cl)cc1Cl,3.07,
299,O=C(O)CCl,0.22,
300,O=C(c1cc2ccccc2s1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,4.92,
301,CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,3.75,
302,O=C1OC(O)c2ccccc21,0.57,
303,NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,0.88,
304,CON(C)C(=O)Nc1ccc(F)cc1,1.46,
305,O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,2.98,
306,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,1.67,
307,CCc1ccc(C(=O)OCCN(C)C)cc1,3.15,
308,c1ccc(-c2cc3ccccn3c2)cc1,4.29,
309,COc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,3.48,
310,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2OCCCl)nc(C)[nH]1,1.1,
311,CCCC(C)O,1.19,
312,COc1c(N(C)C)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1N(C)C(C)=O,1.01,
313,CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,-0.03,
314,OCC1OC(SCCCc2ccccc2)C(O)C(O)C1O,0.38,
315,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,6.38,
316,COc1ccc([C@@H]2C3=C(CCCC3=O)N(c3ccccc3C(F)(F)F)C(=N)C2C#N)cc1CSc1ccccn1,5.45,
317,O=C(Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,4.72,
318,COc1cc(CC(=NC(=O)c2ccccc2)C(=O)Nc2cccc(CO)c2)ccc1OC(C)=O,4.04,
319,O=C(O)c1cc(I)ccc1O,3.34,
320,O=c1[nH]c(O)c(-c2ccccc2)c(=O)[nH]1,-0.17,
321,CCCCN=c1[nH]c(SC(F)F)nc(=NC(C)C)[nH]1,4.75,
322,CCOC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,3.43,
323,CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87,
324,Cc1ccc(O)c(C(=O)O)c1,2.78,
325,CNC(=O)CCc1c[nH]c2ccccc12,1.23,
326,Nc1ccc(S(=O)(=O)O)c(N)c1,-4.65,
327,CCC(C)C(NC(=O)C(N)CCCN=C(N)N)C(=O)NC(Cc1ccccc1)C(=O)O,-0.04,
328,CC(C)c1n[nH]c(=N)o1,0.2,
329,O=[N+]([O-])c1ccc(OCCn2ccnn2)cc1,1.19,
330,CCn1cc(CN(C)C(=O)c2cc3cc(Br)ccc3oc2=O)c(C)n1,3.27,
331,CCOC(=O)CCCOc1ccc(-n2sc3ccccc3c2=O)cc1,3.96,
332,CCOP(=S)(OCC)Oc1ccc(SC)cc1Cl,4.4,
333,ON=C1CCCCC1,0.84,
334,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.47,0.05
335,CSc1nc(C)cc(C)n1,1.86,
336,O=Cc1cccc(Cl)c1,2.26,
337,N=c1cc[nH]nc1,-0.53,
338,O=C(N=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O)c1ccccc1,-0.1,
339,CCC(C)C(NC(=O)C(NC(C)=O)C(C)C)C(=O)NCC(N)=O,-0.45,
340,COC(=O)C(N)Cc1ccc(O)cc1,0.29,
341,Nc1ccc2cccnc2c1,1.28,
342,O=[N+]([O-])OCC(CO)O[N+](=O)[O-],0.83,
343,COc1cc2c(cc1OC)C13CCN4CC5CCOC6CC(=O)N2C1C6C5CC43,0.84,
344,Cc1[nH]nc(C(=O)Nc2ccccc2)c1[N+](=O)[O-],1.81,
345,CCC(C)NC(=O)C=C(Br)c1ccc(Cl)cc1,3.9,
346,N#Cc1ccc([N+](=O)[O-])cc1,1.19,
347,Cn1c(O)ccc1O,-0.95,
348,CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,4.64,
349,CN(C)C(=O)Oc1ccccc1[N+](=O)[O-],1.35,
350,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,1.79,
351,O=C(O)CNc1ccccc1,0.62,
352,CCC(=O)N(C)C,-0.11,
353,C1=CCCC=CCC1,3.16,
354,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.89,
355,CC(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)C1O,0.83,
356,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,4.1,
357,Nc1ccc2c(c1)C(=O)N(O)C2=O,0.16,
358,NC(=O)N=c1[nH]c(-c2ccccc2)no1,1.76,
359,N=c1[nH]c(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],-0.22,
360,COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,1.52,
361,O=[N+]([O-])c1cc[n+]([O-])cc1,-0.55,
362,CCOP(=S)(OCC)Oc1ccc(N)cc1,2.6,
363,CC(=O)Nc1ccc2oc(C)c(C)c(=O)c2c1,1.79,
364,NC(=O)C=Cc1ccc([N+](=O)[O-])o1,0.65,
365,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,0.99,
366,NC1CC2CC1c1ccc(C(F)(F)F)cc12,2.91,
367,CC(=O)Nc1cccc2nccnc12,1.06,
368,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85,
369,Cc1ssc(=O)c1-c1ccccc1,2.93,
