,smiles,logP
81,O=C(CC(=O)C(F)(F)F)c1cccs1,1.46
82,C=CCOCCO,-0.1
83,NC(=O)CCOc1ccccc1,0.8
84,COc1cc2c(cc1OC)C13CCN4CC5CCOC6CC(=O)N2C1C6C5CC43,0.84
85,CCCC1CC(C(=O)NC(C(C)O)C2OC(SCC)C(O)C(O)C2O)N(CC)C1,1.91
86,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.03
87,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,0.36
88,Cc1ccc(C(=O)NN)cc1,0.72
89,Cc1cc(C)n2c(SCc3ccc(C(=O)c4ccccc4)cc3)nnc2n1,4.43
90,CNC(=S)NCCSCc1c[nH]cn1,0.16
91,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.85
92,CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,1.67
93,OC(Cn1ccnc1)(c1ccc(F)cc1)c1cccc(-c2ccncc2)c1,2.91
94,CCOC(=O)CCn1nc2ccccc2n1,2.12
95,COc1ccc(NC(C)=O)cc1,1.03
96,CC(=O)NC(CC(N)=O)C(N)=O,-2.41
97,CC(C)(C)c1ccc(C(=O)O)cc1,3.85
98,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,6.39
99,CCCCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc1ccccc1,4.75
100,COC(=O)C(C#N)=Cc1ccc(Cl)o1,2.4
101,COC(=O)CC#N,-0.47
102,CCCOC(=O)CCC(=O)OCCC,2.16
103,COC(=O)c1ccc([N+](=O)[O-])cc1,1.89
104,N=c1[nH]cnc2c1ncn2C1OC2CO[PH](=O)(=O)OC1C2O,-2.96
105,CC(=O)C=Cc1ccc(Br)cc1,3.03
106,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.92
107,CC(Cl)(Cl)Cl,2.49
108,CN1C(=O)CN=C(c2ccccc2F)c2cc(F)ccc21,2.41
109,O=Cc1ccc2ccccc2n1,2.14
110,Cn1ccc2ccccc21,2.72
111,CC(C)(C)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.33
112,Cn1c([N+](=O)[O-])cnc1COC(N)=O,-0.38
113,CCOC(=O)/C=C/c1ccccc1,2.99
114,N#CC(C#N)=NNc1cccc(O)c1,2.28
115,CCCNC(=O)c1cc2ccccc2[nH]1,2.8
116,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1F,3.15
117,CN(C)N=Nc1cccc(C(F)(F)F)c1,3.78
118,c1ccc2c(c1)Oc1ccccc1O2,4.3
119,CCCCCCOCCOCCO,1.7
120,OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.63
121,Cc1cnc(C)c(Cl)n1,1.5
122,CCCOC(=O)c1cc(O)c(O)c(O)c1,1.8
123,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.79
124,CCc1cccc(C)c1NC(C)=O,1.41
125,O=C(O)C=COc1ccccc1,2.27
126,CCC(C)c1ccccc1OC(=O)NC,2.78
127,CCOC(=O)c1ccc2ncccc2c1,2.64
128,CN(Cc1cccc(Br)c1)N=O,1.65
129,COc1ccc(CC(C)N)c(OC)c1OC,1.51
130,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.57
131,O=[N+]([O-])c1c2ccccc2cc2ccccc12,4.78
132,COc1cccc(COC(C)=O)c1,2.02
133,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,6.61
134,CN(C)c1ccc(Cl)nn1,0.98
135,CC1(C)N=C(N=c2[nH]cc([N+](=O)[O-])s2)OC1(C)C,2.4
136,CCCn1c2ccccc2c2nnc(SCC(=O)N[C@H](C)c3ccccc3)nc21,4.36
137,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,2.58
138,CCCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.23
139,CCCCOC(=O)CC(CN)c1ccc(Cl)cc1,1.42
140,CCCCNC(=O)NCCNCC(O)COc1ccc(-c2nc(C)c[nH]2)cc1,1.24
141,Cc1ccc(NC(=O)Cc2ccccc2)cc1,3.05
142,CCc1cc(NC(C)=O)ccc1O,1.31
143,Cc1ccc(C)n1N=c1ccc(N2CCOCC2)n[nH]1,1.94
144,CC(C)Cn1c(O)c(C=C2CC=CCC2)sc1=S,6.66
145,COC(=O)Nc1ccccc1OC,1.84
146,O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,3.43
147,Cn1c([N+](=O)[O-])cnc1C(N)=O,0.29
148,Cc1cc(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)[nH]o1,2.83
149,N#Cc1ccccc1,1.56
150,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2cn(C)cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,2.16
151,N=c1[nH]ncc2ccccc12,0.82
152,N#Cc1[nH]n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=N)c1S(=O)C(F)(F)F,4.0
153,O=c1nccc[nH]1,-1.62
154,CCOC(=O)C=COc1ccccc1,3.18
155,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,3.2
156,COCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.15
157,COC(=COC(N)=O)c1c(O)c(N2CC2)c(C)c(O)c1N1CC1,-0.15
158,O=S1(=O)N=C(C2CCCC2)Nc2ccccc21,1.83
159,O=C(O)Cc1ccccc1Nc1c(F)cccc1Cl,3.8
160,CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,3.86
161,CN=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.16
162,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,2.32
163,OC1(Cn2cncn2)CCCC1Cc1ccc(Cl)cc1,3.11
164,CCS(=O)c1ccc([N+](=O)[O-])cn1,1.74
165,CC(C)OC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1,1.8
166,COC(=O)c1c(N[C@@H](NC(C)=O)C(Cl)(Cl)Cl)sc2c1CCCC2,5.04
167,Cc1nc([N+](=O)[O-])c([N+](=O)[O-])n1C,0.49
168,CCOC1OC2OC3(C)CCC4C(C)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC(C1C)C24OO3,0.61
169,COC(=O)NC(=S)Nc1ccccc1N,0.7
170,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,4.31
171,C#CCOc1cc(N=CNOCC=C)cc(Cl)c1OCC#C,2.7
172,O=C(O)c1ccc(Cl)cc1,2.65
173,FC(F)(F)c1nc2ccccc2[nH]1,2.67
174,CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.54
175,COc1ccc(NC=O)cc1,1.03
176,CN(C)C(N(C)C)=S(I)c1cc(Cl)cc(Cl)c1,0.52
177,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Br,3.26
178,CNC(=O)CNC(C)=O,-1.56
179,CN(C)C(N(C)C)=S(I)c1ccccc1Br,0.06
180,CCCNC(=O)c1cc2ccccc2o1,2.65
181,CC(C)(C)C(=O)C(C#N)=NNc1cc(C(F)(F)F)ccc1Cl,5.31
182,CCOC(=O)c1c[nH]cc1C,2.14
183,COc1cc(C(=O)c2ccc(F)cc2)cc(C(=O)c2ccc(F)cc2)c1,4.89
184,CC(=O)NN=Cc1c(O)ccc2ccccc12,2.91
185,CSCC(=O)C=NO,1.21
186,CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.77
187,COC(=O)C1=C(CC2CCSC2=O)C1(C)C,2.33
188,CCCCNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.1
189,COc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc(OC)cc3)c2)cc1,5.59
190,CC1(c2ccccc2)NC(=O)NC1=O,1.02
191,COC(=O)NC1=NCC(c2ccc(C=O)cc2)N1C,0.74
192,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,1.71
193,COC(=O)c1c[nH]c(C)c1,1.96
194,Nc1ccc(Cl)cc1,1.83
195,Cc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.14
196,CCCCOC1OC(CO)C(O)C(O)C1O,-1.04
197,Cn1c(=O)cc(O)[nH]c1=O,-0.85
198,O=c1cnc2ccccc2[nH]1,0.8
199,CCc1ccc(CC)n1N=c1ccc(N2CCOCC2)n[nH]1,2.71
200,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,2.4
201,CON(C)C(=O)Nc1cccc(CO)c1,0.62
202,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(c5coc(O)c5)CCC43O)C2)CC(O)C1O,1.09
203,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(F)ccc3n2)cc1,3.65
204,O=C(O)c1cc(=O)c2cc3c(cc2o1)CCCC3,3.4
205,CC(C)CC(CC(C)C)OC(=O)c1ccc(NC(=O)N(C)C)cc1Cl,5.15
206,CC(CO)NCc1ccccc1,1.28
207,COc1ccc(C(C)C)cc2c(S(=O)(=O)O[Na])cc(C)c1-2,-0.78
208,CN(C)c1ccc2c(c1)C(c1ccccc1Cl)=NCC(=O)N2C,2.72
209,O=C(O)Cc1ccccc1I,2.33
210,N#CC1CCCN1C(=O)C1CCCN1C(=O)CCCc1ccccc1,1.6
211,CNC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54
212,CC(=O)Nc1cnc2ccccc2c1,1.92
213,Cc1cccc2c(=N)cn[nH]c12,1.57
214,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-0.35
215,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-0.1
216,COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,5.22
217,c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74
218,COc1c(Cl)cccc1NC(C)=O,1.68
219,Cc1c2ccccc2cc2ccccc12,5.07
220,Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.5
221,NCCN1CCCC1,0.08
222,NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.27
223,O=C1C=NC(c2ccccc2Br)c2cc(Br)ccc2N1,3.3
224,CN(c1ccccc1)S(C)(=O)=O,1.02
225,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.22
226,N=c1[nH]c(=N)[nH]c(=N)[nH]1,-1.37
227,CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.74
228,CCCCCCCCCCCCN1CCCC1=O,4.2
229,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccc(F)cc3)c2s1,2.67
230,COC(=O)c1ccc(Br)o1,1.84
231,CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,-0.4
232,N=c1[nH]cco1,-0.18
233,O=[N+]([O-])c1cc([N+](=O)[O-])c(ONC2CCCCC2)c([N+](=O)[O-])c1,2.47
234,NS(=O)(=O)c1cccc(I)c1,1.58
235,C=c1[nH]cc(CO)c(=CNNC(C)=O)c1=O,0.65
236,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,7.44
237,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.12
238,Oc1ccc2cc(O)ccc2c1,1.9
239,Nc1ccc(S(=O)(=O)c2c(O)cc(O)cc2O)cc1,1.53
240,CC(=O)N=c1[nH]c(NCC(O)CO)c(Cl)nc1[N+](=O)[O-],0.0
241,CN(C)c1cccc(O)c1,1.56
242,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CCOCC2)OC1=O,2.11
243,CNC(=O)Oc1ccccc1C(C)C,2.31
244,NCCCCCc1ccccn1,1.32
245,COc1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)N(c3ccc(Cl)cc3)C(=N)C2C#N)cc1OC,4.34
246,CC(=O)NC(CS)C(N)=O,-0.29
247,O=C1NC(=O)N(c2ccccc2)C1=O,0.6
248,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,2.32
249,FC(F)(F)c1ccccc1NC1=NCCN1,1.42
250,NS(=O)(=O)c1ccccc1[N+](=O)[O-],0.34
251,CCC1(C)C(=O)NC(=O)NC1=O,0.08
252,OCCCCCCn1nc2ccccc2n1,2.26
253,Oc1cc(O)c2ccccc2c1,1.97
254,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N2CCOCC2)C(O)C(C)O1)CC(O)(C(C)=O)C=4,2.31
255,C1=CC=CCC=C1,2.63
256,CSCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,0.42
257,N=C(N)NN=Cc1cccs1,0.98
258,CSc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.74
259,CC(C)CN(CC(C)C)N=O,2.34
260,Cc1c(CN(C)C(=O)C(C)n2nc(C(F)F)c(Br)c2C)cnn1C,3.12
261,ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.93
262,C[N+](C)(CCCc1ccccc1)CCCS(=O)(=O)[O-],-1.57
263,CCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.57
264,O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,3.94
265,COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,4.44
266,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CNC(=O)C34CC5CC(CC(C5)C3)C4)O2)c(=O)[nH]c1=O,2.1
267,FC(F)(c1ccccc1)C(F)(F)c1ccccc1,5.0
268,CN=CNc1ccc(C)cc1C,2.92
269,Cc1ccc(N)c(N)c1,0.66
270,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,3.39
271,NC(=O)c1ccnnc1,-0.96
272,CCOC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.12
273,CN=c1[nH]nc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,1.91
274,CC1=NS(=O)(=O)c2ccccc2N1,0.29
275,CCCn1c(=O)c(Br)cn(-c2ccccc2C)c1=O,2.82
276,COC(=O)Nc1ccccc1Cl,2.16
277,COc1ncnc2c1ncn2C1OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,3.96
278,O=C(O)c1ccccc1[N+](=O)[O-],1.46
279,NS(=O)(=O)c1ccccc1,0.31
280,O=c1[nH]c(O)cn1N=Cc1ccc([N+](=O)[O-])o1,-0.47
281,CCc1ncc(-c2ccccc2)nc1-c1ccccc1,4.66
282,CN=c1[nH]c(C)nc2c1ncn2C1OC(CO)CC1F,0.64
283,N=c1[nH]ccc2ccccc12,1.9
284,CC(=O)NC1CC1c1ccccc1,1.43
285,CCC(CC)C(=O)Nc1cc(OC)ccc1S(N)(=O)=O,2.01
286,O=C(Cc1cccnc1)NN1CC=CCC1,0.05
287,CCCCc1oc(C)cc(=O)c1O,1.92
288,Cn1cc[nH]c1=S,-0.34
289,CNc1cccc(NC(=O)Cc2ccccc2)c1,2.31
290,ClCC(Cl)CCl,2.27
291,CSC(=O)Nc1ccccc1,2.4
292,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)CCC43O)C2)C(O)C(O)C1O,2.1
293,CC(=O)OCCN=c1ccc(-c2ccncc2)c(C)[nH]1,2.59
294,COc1ccc(NC(=O)N=C(N)N)cc1,0.56
295,CCCCOC(=O)c1cccc(C(=O)OCCCC)c1,4.26
296,CCNP(=O)(OCC)ON=C(C#N)c1ccc(OC)cc1,2.39
297,CC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.9
298,CC1(C)C(=O)NC(=O)NC1=O,-0.44
299,CC(CC(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,3.82
300,CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49
301,CN(C)c1nc(=N)nc(N(C)C)[nH]1,1.2
302,N#Cc1c2ccccc2cc2ccccc12,4.26
303,COC(=O)C1=C(C)N=C(C)C(P2(=O)OCCCO2)C1c1ccccc1[N+](=O)[O-],1.3
304,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.65
305,CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,3.51
306,N=c1cc[nH]c(=O)[nH]1,-1.73
307,CCCOC(=O)n1c(-c2cscn2)nc2ccccc21,2.98
308,c1ccc2c(c1)Cc1ccccc1-2,4.18
309,O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCc1ccccc1,3.2
310,O=C(O)c1ccc(Oc2ccccc2)cc1,3.91
311,O=C(O)C[N+]1([O-])CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,0.21
312,N#Cc1ccc(S(N)(=O)=O)cc1,0.23
313,Cc1ccccc1N1CCN(C(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)CC1,5.31
314,CC(C)N(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(C)C,0.01
315,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.15
316,CNC(=O)Oc1cc(C)c(C)cc1C,2.52
317,CCS(=O)c1sc(Cl)cc1C#N,2.31
318,O=[N+]([O-])c1cccc(-n2c(O)ccc2O)c1,0.38
319,Cn1ncc2ccc([N+](=O)[O-])cc21,1.95
320,Cc1ccc(CN2CCN=C2C[N+](=O)[O-])cn1,-0.59
321,Cc1ccccc1-c1nc2cc([N+](=O)[O-])ccc2[nH]1,3.42
322,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(F)cccc1F,2.16
323,NNC(=O)c1ccccc1I,0.47
324,CC(=O)c1ccc(S(N)(=O)=O)cc1,0.2
325,COc1cc(SC)c(OC)cc1CCN,1.81
326,Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1,5.64
327,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,4.22
328,CCc1ccc2c(c1)OCCOCCOCCOCCOCCO2,0.98
329,NN=c1[nH]ncc2ccccc12,1.0
330,CSc1ccccn1,1.71
331,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72
332,CCCCCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,0.75
333,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-0.59
334,COC(=O)Nc1ccc(Cl)cc1,2.55
335,CC(=O)c1ccccc1,1.58
336,[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,2.04
337,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,2.54
338,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(=O)CO)C4,2.74
339,Nc1ccccc1Br,2.11
340,C=CN1CCCC1=O,0.37
341,Fc1ccccc1,2.27
342,Cc1nccnc1C,0.54
343,CCCCN1C(=O)NC(=O)C(=O)C1=O,0.81
344,CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.02
345,CN(C)C(=O)OCc1cccc(Oc2ccccc2)c1,3.55
346,C[C@H](NC(=O)C1CC1)c1ccccc1,1.85
347,Cc1ccc(N2C(=O)N(c3cccc(Cl)c3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1,3.56
348,CCCCC(=O)NN,-0.11
349,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(F)(F)F)NS2(=O)=O,0.49
350,CC(C)c1ccccc1[N+](=O)[O-],3.34
351,N#CCCCCOC(=O)c1ccccc1,2.04
352,CC(=O)Oc1ccccc1C(C)C,2.78
353,CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04
354,Clc1ncnc2sccc12,1.79
355,CC12CCC(C1)C(C)(C)C2O,3.17
356,O=C1CC(c2ccccc2)Oc2ccccc21,3.14
357,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,4.1
358,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccc([N+](=O)[O-])cc2)c1=O,1.55
359,O=NN1CCCN(N=O)CC1,-0.51
360,O=C(O)c1c(F)cccc1Cl,2.11
361,N#Cc1ccccc1[N+](=O)[O-],1.02
362,COc1cccs1,2.13
363,Oc1ccc(O)cc1,0.59
364,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,4.44
365,NC(=S)Nc1cccc2ccccc12,1.65
366,Cc1cc(NC(N)=O)ccc1F,1.59
367,CCOP(=O)(SC(C)CC)N1CCSC1=O,1.68
368,CCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.24
369,COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)c(OC)c1OC,1.52
370,CC1CN(N=O)CC(C)O1,0.32
371,CNC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,1.16
372,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,2.82
373,O=C(CN1CCCCC1)Nc1ccccc1F,2.16
374,NC(=O)c1cccc(O)c1,0.39
375,CCCCCCSC1OC(CO)C(O)C(O)C1O,0.86
376,O=c1[nH]cnc2ccccc12,0.77
