logP,smiles,Temperature,pH
2.07,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,33.0,7.9
0.99,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,23.0,3.5
2.3,CCCCc1c(C)[nH]c(=NCC)[nH]c1=O,22.0,7.84
1.9,CCCCc1c(C)[nH]c(N(C)C)nc1=O,25.0,7.58
1.99,CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C,23.0,3.5
4.2,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,30.0,5.2
4.2,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,20.0,7.3
4.2,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,30.0,9.3
3.86,C=CCCCCCCCCC(=O)O,30.0,4.2145
1.18,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O,22.0,4.0
1.11,O=C(OCn1c(=O)[nH]cc(F)c1=O)Oc1ccccc1,22.0,4.0
2.05,COC(=O)n1c(-c2cscn2)nc2ccccc21,21.0,6.0
3.2,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1,21.0,6.4
3.09,Oc1ccccc1-c1ccccc1,23.0,8.0
3.09,Oc1ccccc1-c1ccccc1,23.0,10.3
3.09,Oc1ccccc1-c1ccccc1,23.0,9.39
3.09,Oc1ccccc1-c1ccccc1,23.0,8.75
3.09,Oc1ccccc1-c1ccccc1,23.0,9.21
3.09,Oc1ccccc1-c1ccccc1,23.0,9.1
3.09,Oc1ccccc1-c1ccccc1,23.0,7.02
3.09,Oc1ccccc1-c1ccccc1,23.0,10.71
3.09,Oc1ccccc1-c1ccccc1,23.0,9.51
3.09,Oc1ccccc1-c1ccccc1,23.0,6.06
3.09,Oc1ccccc1-c1ccccc1,23.0,9.92
3.09,Oc1ccccc1-c1ccccc1,23.0,8.37
3.09,Oc1ccccc1-c1ccccc1,23.0,7.58
3.09,Oc1ccccc1-c1ccccc1,23.0,9.73
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,2.53
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,3.57
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,4.0
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,1.22
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,4.6
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,6.08
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,4.34
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,6.28
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,3.0
2.56,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,25.0,6.7711
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,3.0
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,3.8
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,1.0
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,4.0
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,2.0
0.5,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,20.0,3.6
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,9.45
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,4.03
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,5.29
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,3.76
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,9.35
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.23
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,3.29
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.74
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,3.6
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,5.75
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.57
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,4.22
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.59
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,3.48
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.51
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,6.03
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,9.63
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,7.92
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,7.0
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,5.52
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,10.33
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,10.2
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,5.22
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,4.48
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,4.74
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,8.27
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,9.24
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,9.62
0.29,Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,25.0,4.95
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,6.18
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,6.47
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,8.2535
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,6.84
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,5.27
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,5.98
0.98,N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,37.0,4.93
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,5.0
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,6.64
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,5.89
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,6.68
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.28
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,8.0
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,6.12
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.11
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.0
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.4
1.41,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,30.0,3.3
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,6.45
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,4.4
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.16
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.15
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,33.0,7.4
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.1
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,33.0,4.4
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.3
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,7.36
1.47,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,25.0,6.91
0.91,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,37.0,7.4
1.3,CN(c1ccccn1)S(=O)(=O)c1ccc(N)cc1,37.0,6.0
1.3,Cn1cccc/c1=N\S(=O)(=O)c1ccc(N)cc1,37.0,6.0
0.2,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,5.0
0.2,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,4.0
0.2,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,6.0
0.2,COC(=O)c1sccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,25.0,7.0
4.12,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,25.0,1.0
4.12,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,25.0,6.5
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.8
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.5
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.6
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.2
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.4
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.69
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,5.27
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,8.0
-0.33,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(C)n1,37.0,1.17
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.28
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.0
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,5.41
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.5
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,7.0
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.28
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,5.5
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.44
0.28,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,37.0,6.95
1.12,CCn1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1=O,25.0,5.0
1.63,COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,37.0,1.17
0.7,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,37.0,7.0
0.7,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,37.0,6.0
0.7,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,37.0,5.0
0.7,COc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,37.0,4.0
0.86,CN(CCO)C(=O)COC(=O)c1ccccc1O,21.0,7.4
1.98,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,25.0,5.0
1.98,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,23.0,3.5
1.77,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,25.0,4.8514
1.77,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,20.0,4.7
3.35,CC(C)Cc1ccc(CC(=O)O)cc1,37.0,7.2
3.35,CC(C)Cc1ccc(CC(=O)O)cc1,37.0,1.3
0.2,CCN(CC)CC(=O)OCn1ncc2c(=O)[nH]cnc21,22.0,8.0
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,6.2
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,5.25
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,6.8
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,8.42
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,7.0
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,5.2
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,3.38
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,5.85
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,7.2
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,3.14
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,3.6
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,7.12
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,4.74
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,4.43
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,5.52
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,6.6
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,5.69
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,4.9
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,6.39
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,7.08
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,6.35
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,6.35
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,4.27
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,8.0
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,2.91
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,7.1
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,2.2
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,1.83
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,3.91
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,6.73
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,6.65
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,2.78
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,5.9
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,4.86
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.0,5.23
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,1.35
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,27.0,7.19
2.34,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,37.5,6.73
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,2.71
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,5.45
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,3.25
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.08
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.74
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,5.01
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,4.4
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,3.18
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,3.93
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.31
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.93
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,4.52
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,2.12
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,5.75
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,5.09
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.25
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,4.68
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,4.81
2.09,CCCCNC(=O)NS(=O)(=O)c1ccc(OC)cc1,37.0,6.52
4.6,CCCCCCCCCCCC(=O)O,20.0,3.0
4.2,CCCCCCCCCCCC(=O)O,20.0,7.0
4.2,CCCCCCCCCCCC(=O)O,20.0,4.0
4.2,CCCCCCCCCCCC(=O)O,20.0,6.0
4.2,CCCCCCCCCCCC(=O)O,20.0,5.0
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,9.8
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,1.5
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,9.4
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,9.0
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,2.5
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,4.1
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,6.9
4.04,O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,37.0,8.0
4.19,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,20.0,9.1
1.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,20.0,6.4
4.44,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,25.0,2.0
4.44,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,25.0,7.4
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,3.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,3.65
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,4.75
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,5.355
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,5.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,6.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,2.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,4.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,5.7
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,25.0,2.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,6.2
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,2.55
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,2.155
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,1.2
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,1.55
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,3.2
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,4.3
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,20.0,1.2
0.33,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,25.0,6.4
0.33,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,32.0,6.4
3.56,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,20.0,7.0
0.94,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,25.0,5.93
2.51,CCOC(=O)n1c(-c2cscn2)nc2ccccc21,21.0,6.0
-0.06,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,20.0,7.0
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,10.17
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,7.2
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,8.84
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,9.42
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,7.9
2.6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,25.0,9.52
1.77,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,20.0,7.0
2.69,CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,26.0,3.0
-1.66,N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,23.0,8.0
-1.66,N=c1[nH]c(=O)c2ncn(COC(CO)CO)c2[nH]1,25.0,7.0
-2.74,NC(Cc1ccc(O)c(O)c1)C(=O)O,20.0,7.4
-0.96,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,25.0,7.4
3.79,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,37.0,7.0
3.79,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,37.0,6.0
3.79,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,37.0,5.0
1.85,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,20.0,7.4
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,7.0
4.13,CC(C)Cc1ccc(C(C)C(=O)O)cc1,22.0,7.5
4.27,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,22.0,7.5
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,7.0
3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,22.0,7.5
3.24,COc1ccc2cc(C(C)C(=O)O)ccc2c1,22.0,7.5
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,7.0
1.59,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,22.0,7.5
2.72,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,22.0,7.0
2.72,CCCCc1c(O)n(-c2ccc(O)cc2)n(-c2ccccc2)c1=O,22.0,7.5
3.16,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,22.0,7.0
3.16,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,22.0,7.5
5.25,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,22.0,7.5
1.84,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,25.0,5.0
1.84,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,37.0,5.0
1.84,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,20.0,5.0
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,4.5
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,5.4
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,4.8
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,5.9
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,6.2
0.37,COc1ccc(=NS(=O)(=O)c2ccc(NC(C)=O)cc2)[nH]n1,37.0,7.0
3.72,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,25.0,5.7
3.72,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,20.0,5.7
0.11,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,25.0,2.8052
1.99,CCN(CC)C(=O)COC(=O)c1ccccc1O,21.0,7.4
1.64,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,37.0,7.2
-0.52,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,30.0,7.06
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.49
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,5.62
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.74
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.59
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,5.78
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.22
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,3.35
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.32
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.1
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,4.37
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,3.61
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,4.72
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,5.26
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,5.16
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.35
2.49,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,37.0,6.41
