,smiles,logP
120,CCCCOc1cccc(C=C(C(=O)OCC)C(=O)OCC)c1,4.03
121,OC1CC2CCC1C2,1.41
122,CCc1ncc([N+](=O)[O-])n1C,0.68
123,CC(=O)Oc1cccc(OC(C)=O)c1C(N)=O,-0.62
124,CCCCCCCCn1cc(C)c(=O)[nH]c1=O,3.08
125,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,2.6900000000000004
126,Clc1ccc2ccc(Cl)cc2c1,4.81
127,CS(=O)(=O)c1ccc(-c2coc(O)c2-c2ccccc2)cc1,1.71
128,O=C(Cc1ccccc1)NCCNCC(O)COC1CCCc2ccccc21,1.68
129,COc1ccc(N)c(S(=O)(=O)O)c1,-3.49
130,CCCCCCCCCc1ccccc1,7.11
131,CCCCn1ccc(=O)c(O)c1CC,1.22
132,CCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O,1.7
133,CCCCCCCCCCOc1ccc(C(=O)O)cc1,6.29
134,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,5.07
135,NS(=O)(=O)c1ccc(O)cc1,0.06
136,O=C(Cc1ccccc1)Nc1cccc(I)c1,3.91
137,Cc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.49
138,CCC(CC)(C(=O)NC(N)=O)C(=O)OC,0.95
139,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,1.63
140,CCCCCCCCC(CC)c1ccccc1,7.53
141,COc1cc(O)cc(OC)c1O,0.17
142,COc1noc2c1CNCC2,-0.04
143,CC(=O)Nc1ccc(C#N)cc1,1.37
144,Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,3.84
145,CC(=O)Nc1c(C)c(C)c(O)c(C)c1C,0.95
146,CCOc1ccccc1O,1.68
147,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.34
148,S=c1ssc2c1CCC2,2.53
149,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74
150,Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1,2.17
151,CCCc1ccccc1OC(=O)NC,2.4
152,OC1c2ccccc2C2CCCCC2C1O,2.266666666666667
153,NS(=O)(=O)c1cccc(Cl)c1,1.29
154,COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.96
155,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,6.13
156,CNC(=O)Nc1ccc(OC)c(Cl)c1,1.76
157,Clc1ccc(Cl)c(Cl)c1Cl,4.6
158,N#Cc1ccc2ccccc2n1,1.6
159,CCCCCCCCCCCCCc1cccc(S(=O)(=O)O[Na])c1,2.52
160,Clc1ccc(Oc2ccccc2)cc1,4.7
161,O=c1nc(N=CN2CCCCC2)ccn1C1OC(CO)C(O)C1O,-0.66
162,COC(=O)C1=C(CC2CCSC2=O)C1(C)C,2.33
163,O=NN1CCCCC1,0.36
164,OCC(F)(F)C(F)(F)F,1.23
165,CCNP(=O)(OCC)ON=C(C#N)c1ccc(OC)cc1,2.39
166,COCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,2.56
167,CCC(C)C(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,0.16
168,N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,-2.51
169,O=S1CC2=NOS3=C2C(=NO3)C1,-0.3
170,O=C(O)COc1cccc(C(F)(F)F)c1,2.36
171,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,1.01
172,Cc1cc([N+](=O)[O-])cc2c1=NC(=O)CNC=2c1ccccc1,2.44
173,CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,1.31
174,CCC(C)c1ccccc1O,3.27
175,CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.39
176,O=c1sscc1-c1ccccc1,2.64
177,CN=NNc1ccc(C(N)=O)cc1,0.47
178,OC1(c2ccc(Cl)cc2)CCCCCC1n1cncn1,3.28
179,CCC(C)C(N)C(=O)NC(C)C(=O)NC(C(=O)O)C(C)C,-0.21
180,NC(=O)c1ccc(N)cc1,-0.41
181,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,3.23
182,CCCCNC(=O)c1ccc2cc(O)c(O)cc2c1,2.72
183,CCOC(=O)c1cnc2n(c1=O)CCC(C)C2,0.66
184,COC(=O)Nc1ccc(Cl)c(Cl)c1,3.32
185,O=[N+]([O-])c1cccc(C(F)(F)F)c1,2.62
186,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,3.7
187,CCn1c2ccccc2c2ccccc21,4.49
188,CC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.04
189,Ic1ccc2ccccc2n1,3.04
190,NC(=O)CBr,-0.52
191,COC(=O)C(N)Cc1ccc(O)cc1,0.29
192,CN(C)C(=O)Nc1cccc(CCc2ccccc2)c1,3.21
193,CCOC(=O)C(Cc1ccc([N+](=O)[O-])cc1)=NC=O,2.05
194,c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.62
195,CCN=c1[nH]c(Cl)nc(=NC(C)(C)C)[nH]1,3.21
196,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1,1.57
197,NC(Cc1ccc(O)c(O)c1)C(=O)OCc1ccccc1,1.28
198,CC(C)COC1(c2ccccc2)CN(C)CCO1,2.17
199,Clc1cncc(Cl)c1,2.56
200,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,3.51
201,N#CCCCCl,0.56
202,CCN(CC)CC(=O)NC1CCc2ccccc21,2.74
203,CC(C)(C)NCC(O)COCC=Cc1ccccc1,2.29
204,O=C(O)CCCc1ccccc1,2.42
205,CN(C(N)=O)c1ccccc1,0.42
206,Nc1ccc(S(=O)(=O)N=c2[nH]cccc2Br)cc1,1.24
207,CN(CC(O)COc1ccccc1)CC(O)COc1ccccc1,2.92
208,CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,3.16
209,Cc1cc(Cl)ccc1NC(=O)c1cc(F)ccc1O,4.89
210,NC(=O)Cn1nc2ccccc2n1,0.28
211,CC1=NS(=O)(=O)c2cc(C)ccc2N1,0.81
212,NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O,-1.25
213,CC1CCCC(C)C1NC(=O)N(CCCl)N=O,2.57
214,Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,4.62
215,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,1.495
216,c1ccc(CN2CCOCC2)cc1,1.58
217,COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.76
218,CC(=O)Nc1ccc([C@@H]2c3c(C)nn(-c4cccc(Cl)c4)c3OC(=N)C2C#N)cc1,4.93
219,CC(=O)c1cccc(C(C)=O)c1,1.43
220,Cc1ccc(C(C)C)c(O)c1,3.3
221,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.9
222,CNC(=O)Oc1ccc(C=O)cc1,0.99
223,CC(O)COC(C)CO,-0.67
224,CNCC1CCC2(NC)c3ccccc3CC2C1,2.48
225,CCOC(=O)C(=Cc1cccc(OCC)c1)C(=O)OCC,3.39
226,COc1ccccc1NCC(C)=O,1.49
227,COn1c(=O)[nH]c(C)c(Br)c1=O,-0.3
228,Cc1c(CC(=O)O)sc2ccc(Cl)cc12,3.92
229,CCC(OC(=O)CNC(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1)C(=O)c1ccccc1,4.15
230,NC(=O)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,-1.14
231,CC(=O)OCCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,3.08
232,CC(=O)Nc1cncnc1,-0.22
233,Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,6.17
234,N#Cc1ccco1,0.96
235,N#Cc1cccc(-n2c(O)ccc2O)c1,0.02
236,O=C(O)C(=O)CC(O)O,-1.26
237,CCC(=O)Cn1ccnc1C=Cc1occc1[N+](=O)[O-],1.27
238,C#CCOc1cc(N=CNOCOC)cc(F)c1OCC#C,1.7
239,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(N)=O)C(C)C,0.73
240,CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,4.51
241,Cc1ccc(C(=O)N2CCCCC2)cc1,2.8
242,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77
243,CCOCc1c(C)cc(C)c([C@H]2c3c(C)n[nH]c3OC(=N)C2C#N)c1C,4.09
244,O=[N+]([O-])c1cc(Cl)c(N=c2[nH]cc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,3.74
245,CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,-1.89
246,COc1ccc([C@@H]2C3C(=O)C[C@@H](c4ccco4)CC3=Nc3ccccc3N2C(=O)C(F)(F)F)cc1,4.62
247,CN1CCCNCC1,-0.4
248,CCn1ccc(=O)c(O)c1,-0.4
249,CN(C)C(=O)NS(=O)(=O)Cc1ccccc1,0.54
250,O=C(Nc1ccc2nn(C3CCCC3)nc2c1)C(Cl)Cl,3.4
251,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2.6
252,CCC(=O)C1(c2cccc(OC(C)=O)c2)CCN(C)CC1,1.05
253,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,1.17
254,CCCN(CC)CCC,2.68
255,COCCn1c(C)cc(C(=O)CSc2ncnc3sc(C)c(C)c23)c1C,4.59
256,O=Cc1c(-c2ccccc2)no[n+]1[O-],2.92
257,CCNC(=O)c1cccs1,1.18
258,O=Cc1cccs1,1.02
259,O=C(C(=O)c1ccco1)c1ccco1,1.24
260,NS(=O)(=O)c1nc2ccc(O)cc2s1,1.13
261,Cc1ccc(S(=O)(=O)F)cc1,2.74
262,CN(C)C(=O)SCCCCOc1ccccc1,3.28
263,COC1C(Cl)C(Cl)C(Cl)C(OC)C1OC,1.87
264,Cc1ccc2cc(C)c(C)cc2c1,4.73
265,ClCCCCl,2.0
266,CC(=O)c1ccc(C#N)cc1,1.22
267,COc1ccccc1N(CCOC(O)c1cc(O)n(-c2ccccc2)c1)C1=NS(=O)(=O)c2ccccc21,2.5
268,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cc[nH]n2)NC(=O)C(CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O,2.49
269,O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.72
270,Cc1ccccc1N1C(=O)c2ccc(C(=O)OCC(=O)c3c(N)n(C)c(=O)n(C)c3=O)cc2C1=O,4.55
271,Cc1noc(C)c1N=C1CC(=O)C(=O)c2ccccc21,1.04
272,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,6.9
273,c1cc2snnc2c2c1CCNC2,1.35
274,CSc1ccccc1,2.74
275,CC(=O)c1ccccc1[N+](=O)[O-],1.28
276,COc1ccccc1N1C(=O)c2ccc(C(=O)Nc3ccc(-c4nnc(-c5ccccc5)o4)cc3)cc2C1=O,6.17
277,Nc1ccc(Cl)cc1[N+](=O)[O-],2.72
278,COc1ccccc1C(=O)c1ccncc1,1.86
279,O=[N+]([O-])c1cccc2ccccc12,3.19
280,O=S(=O)(CCl)c1ccccc1,1.24
281,CCOC(=O)C(=Cc1ccccc1OC)C(C)=O,2.39
282,CC(=O)N=c1[nH]c2cc3sc(=NC(C)=O)[nH]c3cc2s1,3.13
283,COc1cccc(-c2[nH]nc3c2[C@@H](c2cc(OC)c(OC)cc2Br)C(C#N)C(=N)O3)c1,4.52
284,COC(=O)NC1=NCC(c2ccc(C=O)cc2)N1C,0.74
285,CCCNP(=O)(OC)SC,0.65
286,Cc1cnccn1,0.21
287,Clc1nc(-c2ccccc2)nc2ccccc12,4.47
288,Cc1cc(Cl)ccc1NC1=NCCN1,1.8
289,CN(C)c1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,0.55
290,Cc1ccc(N(CCOC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C2=NS(=O)(=O)c3ccccc32)cc1,5.58
291,O=c1[nH]c(O)cn1-c1ccccc1,0.83
292,CCCN=C(NC)NC#N,0.42
293,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)C)C(=O)O,0.06
294,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.75
295,CC(C)(C)c1ccc(C(=O)O)cc1,3.85
296,Cc1nnc(SC=C2CSC3C(NC(=O)Cc4cccs4)C(=O)N3C2C(=O)O)s1,0.67
297,CCc1nccnc1C,1.07
298,CC(=O)Nc1ccccc1F,1.03
299,CCOC(=O)C(=Cc1ccccc1F)C(=O)OCC,3.04
300,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,4.73
301,O=[N+]([O-])c1nccn1CC(O)CO,-0.96
302,CC(=O)C(C)CN1CCCCC1,1.28
303,CC(=O)Nc1c(Cl)cccc1Cl,1.32
304,CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05
305,CCOc1ccc(NC(=O)OC2CCCC2)cc1OCC,3.33
306,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(=O)N(C)C,-0.21
307,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCOCCOCCOCCOCCO2,0.52
308,CCc1cc(S(=O)(=O)O[Na])c2cc(C(C)C)cccc1-2,-0.74
309,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.58
310,O=C(Nc1ccc(O)cc1)C(Cl)Cl,1.6
311,C1CN2CCC1CC2,1.38
312,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.57
313,COC(=O)CSc1ccc([N+](=O)[O-])cc1Cl,2.26
314,CC1(C)CN1P(=O)(NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC1(C)C,1.98
315,O=C1C=CC(=O)N1c1ccccc1,1.09
316,O=CN=c1[nH]c(-c2ccc([N+](=O)[O-])o2)cs1,-1.14
317,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,3.2
318,O=C(O)c1ccccc1Br,2.2
319,COC(=O)c1cc(Cl)ccc1N,3.3
320,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCCC1,2.94
321,Cc1nonc1S(=O)(=O)c1ccccc1,2.36
322,NCCCO,-1.12
323,O=C(CNC(=O)c1ccccc1)Oc1ccccc1,2.31
324,N#Cc1ccnc2ccccc12,1.98
325,CCCCCOC(=O)c1ccc(S(N)(=O)=O)cc1,2.71
326,c1ccc2c(c1)nnn2C12CC3CC(CC(C3)C1)C2,3.52
327,CNC(=O)NC,-0.49
328,NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-1.51
329,CCCCCCC[N+](C)(C)CCCCS(=O)(=O)[O-],-1.23
330,C=C(C)C(=O)OCC(F)(F)F,1.56
331,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25
332,Cc1ccc(C(=O)N(C)C)cc1,1.72
333,CCCC(=NOCC)C1C(=O)CC2(C=CCCC2)OC1=O,3.2
334,C=c1c(O)cc(C)c(O)c1=C,1.82
335,CC(=O)Nc1ccc(C)cc1[N+](=O)[O-],1.49
336,O=C1c2ccccc2C(=O)C1c1nc2ccccc2cc1O,5.0
337,O=c1[nH]cnc2ncn(C3OC(CO)C(O)C3O)c12,-2.1
338,CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.84
339,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccc(CC(N)C(=O)O)cc3)O2)c(=O)[nH]c1=O,0.25
340,CCCCCCCCC,5.65
341,C1=C\C=C/C=C\C=C/1,3.08
342,C1OC1CN1CCN(CC2CO2)CC1,-0.84
343,COC(=O)c1cncc(Cl)n1,0.47
344,O=C1C=CC(=O)C(c2ccccc2)=C1,1.95
345,NC(=O)N=[N+]([O-])c1ccccc1,0.58
346,CCC1(c2ccccc2)CCC(=O)NC1=O,1.9
347,COc1ccc(CO)cc1,1.1
348,O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCc3cccc4ccccc34)c2s1,1.69
349,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C,2.61
350,COC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.0
351,C=CCNC(=O)NCC=C,0.64
352,N#Cc1cccc(C=O)c1,1.18
353,CC(C)Cn1c(O)c(C=C2CC=CCC2)sc1=S,6.66
354,C=c1c(=Cc2sc(=S)n(CC)c2O)cc(C)n1-c1ccc2c(c1)OCO2,2.52
355,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,5.62
356,C=CCn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,1.75
357,O=C(O)COc1cccc([N+](=O)[O-])c1,1.37
358,CCN(CC)C(=O)[C@@]12CC[C@@](C)(C(=O)O1)C2(C)C,2.66
359,CCOC(=O)CN(C(=O)CCl)c1ccccc1-c1ccccc1,3.37
360,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.5
361,CC(=O)C(C#N)=NNc1cccc(Cl)c1,3.9
362,Cc1cccc2sccc12,3.57
363,Cc1cscn1,0.97
364,CC(CO)CC(F)(F)F,1.39
365,O=[N+]([O-])c1ncn(CC(F)CO)n1,-0.8
366,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,6.23
367,OCc1c(Cl)cccc1Cl,2.02
368,CCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.53
369,CC(=O)C(C#N)=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.4
370,Clc1ccc(C2OC2c2ccccc2)cc1,4.54
371,CCC(CC)C(=O)NS(=O)(=O)c1ccc(Cl)cc1N,2.53
372,Cn1cccc(O)c1=O,-0.4
